day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2017-11-10,11.42,11.68,11.37,11.64,8634178,579533059,0,16988916,0.012173913043478368,8634178.0,66543803.0,0.17072760077184032,12.6,11.5,0.10332749562171628,0.019264448336252293,0.012173913043478368,0.02617801047120427,0.5590615964865935,0.24900949189575172,2.2451417101828617
2017-12-06,11.89,12.32,11.71,12.3,9129711,558724685,0,7646363,0.02244389027431426,9129711.0,106674095.0,0.06970663309036224,13.02,12.03,0.09503784693019335,0.034482758620689724,0.02244389027431426,0.05990016638935103,1.0728338576077552,0.44598609405656486,2.4055320825130626
2017-12-27,12.9,13.11,12.76,13.04,12611647,497725021,0,21003239,0.010069713400464586,12611647.0,191806752.0,0.12875023634028296,13.51,12.91,0.04728682170542631,0.010852713178294504,0.010069713400464586,0.02202989771833197,0.9907504320578222,0.49198599018419054,2.013777733156392
2018-01-26,13.0,13.31,12.99,13.21,6769538,464502936,0,7466343,0.008396946564885654,6769538.0,215498189.0,0.08387318863452506,13.43,13.1,0.033076923076923004,0.016153846153846185,0.008396946564885654,0.028501628664495238,1.1490204175726126,0.28600265486830456,4.0175166139688505
2018-02-12,11.2,11.41,11.05,11.37,3063274,423018436,0,5357330,0.01608579088471851,3063274.0,198472696.0,0.15573377022783735,12.75,11.19,0.1383928571428572,0.015178571428571486,0.01608579088471851,0.05961844197138311,1.8045722851684038,0.8169648627499386,2.2088738052872143
2018-04-10,11.25,11.67,11.2,11.46,2231333,408599778,0,3287487,0.01866666666666683,2231333.0,194188339.0,0.12884378865186263,11.91,11.25,0.058666666666666645,0.01866666666666683,0.01866666666666683,0.018410041841004143,1.7399070277749917,0.5323273812676821,3.268490573660864
2018-05-18,13.34,13.6,13.23,13.35,8714617,388386010,0,7275232,0.0015003750937734317,8714617.0,275087646.0,0.06223115551715907,14.13,13.33,0.059220389805097584,0.0007496251874061777,0.0015003750937734317,0.026964560862865916,3.221063250581966,0.5875602630317394,5.482098523752563
2018-11-13,5.31,5.65,5.31,5.56,30228558,358864121,37550,41848637,0.03731343283582067,30228558.0,330336864.0,0.25262907318439987,6.2,5.36,0.16760828625235424,0.04708097928436916,0.03731343283582067,0.03875968992248069,0.7364532438146763,0.3640286678595166,2.023063865120873
2019-02-26,6.31,6.48,6.21,6.37,24206238,417904477,19500,37480350,0.007911392405063333,24206238.0,495538312.0,0.24403083857638766,7.55,6.32,0.19651347068145797,0.009508716323296529,0.007911392405063333,0.049833887043189584,1.2543899460260604,0.4647421483665788,2.6991094963838402
2019-05-24,6.63,6.88,6.58,6.86,9426717,577719853,26300,25555030,0.03157894736842115,9426717.0,770182248.0,0.4028105731677663,7.52,6.65,0.1342383107088989,0.03469079939668185,0.03157894736842115,0.03220611916264082,1.6527701499725866,0.558063525664104,2.9616165077367587
2019-07-19,7.39,7.57,7.38,7.5,16613908,568099634,38900,5948315,0.01902173913043481,16613908.0,789575321.0,0.047897292076817685,7.52,7.36,0.017591339648173276,0.014884979702300516,0.01902173913043481,0.017980636237897585,1.544485974803369,0.607995934615059,2.540289970493357
2019-11-12,6.0,6.18,5.47,6.16,7255187,600653170,167099,3729813,0.013157894736842035,7255187.0,713674141.0,0.08825565001083957,6.59,6.08,0.09833333333333338,0.026666666666666616,0.013157894736842035,0.03536977491961424,1.021542666585455,0.4072126021943365,2.5086224274020332
2019-11-27,6.48,6.55,6.42,6.54,3684345,624688355,191499,4680590,0.0030674846625766694,3684345.0,739694385.0,0.19589814765791227,7.18,6.52,0.1080246913580245,0.0092592592592593,0.0030674846625766694,0.0365659777424483,1.7484343942083806,0.7595958708135748,2.3017955486457526
2019-12-24,7.08,7.36,7.01,7.31,6510040,603125893,171721,1339559,0.026685393258427004,6510040.0,754165253.0,0.028638575827848102,7.88,7.12,0.11299435028248594,0.03248587570621453,0.026685393258427004,0.015214384508990375,2.7562920955386763,1.078024737325367,2.5567985595369302
2020-05-11,5.49,5.75,5.39,5.67,20049022,530931127,10256,7199024,0.04419889502762442,20049022.0,747564531.0,0.06446518507606293,5.88,5.43,0.07103825136612008,0.032786885245901676,0.04419889502762442,0.07952286282306154,3.037304091015593,0.5410098394271383,5.61413835695062
2020-05-26,5.62,5.83,5.56,5.82,11082204,575170454,147600,11078893,0.02284710017574687,11082204.0,781386489.0,0.17554016377788953,6.31,5.69,0.12277580071174365,0.03558718861209975,0.02284710017574687,0.01426024955436711,1.4392226541772386,0.3709292458521729,3.880046316840745
2020-06-04,6.11,6.26,6.08,6.17,17246422,584064069,66200,16659249,0.013136288998357948,17246422.0,822681318.0,0.1565565516467137,6.65,6.09,0.08837970540098206,0.009819967266775809,0.013136288998357948,0.0894454382826475,3.157143502841566,1.4392226541772386,2.1936449469289467
2020-07-07,6.24,6.41,6.24,6.4,15246921,615154361,246400,8855628,0.02400000000000002,15246921.0,887120945.0,0.09182832970260352,6.73,6.25,0.07852564102564097,0.025641025641025772,0.02400000000000002,0.03316749585406309,1.6396024755954524,0.6829731736857232,2.400683568209857
2020-09-21,5.9,6.21,5.76,6.08,32907314,550870288,86500,10504109,0.04467353951890041,32907314.0,940017798.0,0.053333812495905415,6.67,5.82,0.13050847457627102,0.03050847457627115,0.04467353951890041,0.042047531992687404,2.7925060241676705,0.6856436501318957,4.0728241611083
2021-04-15,5.26,5.41,5.07,5.33,16361914,453972788,181100,5366853,0.013307984790874583,16361914.0,1086573826.0,0.06259711350311825,5.96,5.26,0.13307984790874539,0.013307984790874583,0.013307984790874583,0.056224899598393385,1.2361755896954496,0.5851782832988659,2.1124768723929255
2021-10-12,4.76,4.93,4.72,4.85,37105107,347644140,28660284,7795240,0.01041666666666674,37105107.0,1086082798.0,0.04354100858362758,4.98,4.8,0.04621848739495804,0.018907563025210017,0.01041666666666674,0.10044642857142838,3.9057240118453267,0.46653086438454494,8.371844844601698
2022-01-04,4.63,4.68,4.57,4.67,27205897,269787897,28758194,20762477,0.02188183807439814,27205897.0,1145146526.0,0.16500776343511908,5.91,4.57,0.2764578833693305,0.008639308855291628,0.02188183807439814,0.026966292134831482,1.4784811291377995,0.5121511580807572,2.8868061817497037
2022-02-25,4.49,4.65,4.47,4.55,17374098,250777933,29270994,1943620,0.013363028953229383,17374098.0,1197388846.0,0.02453263796142688,4.74,4.49,0.055679287305122394,0.013363028953229383,0.013363028953229383,0.032327586206896464,0.746828274085912,0.2442902158836291,3.057135429614069
2022-04-15,3.85,3.97,3.81,3.91,41954592,239114319,8047794,11332155,0.01558441558441559,41954592.0,1226924846.0,0.06943579347891438,4.11,3.85,0.06753246753246755,0.01558441558441559,0.01558441558441559,0.05405405405405406,7.125877239902195,0.21751208621667673,32.760833495954266
