day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-07-04,17.95,17.95,17.95,17.95,177500,19.94,19.94,1,3.0,0.49410774410774416,16.78,-0.06518105849582168,25.904
2019-01-29,7.79,7.79,7.36,7.59,3504950,7.9,7.76,1,3.0,0.414849470786272,7.59,0.0,7.754
2019-01-31,7.35,7.47,6.71,6.81,5175613,7.55,7.38,1,3.0,1.1626509497822979,7.61,0.11747430249632895,7.716
2019-08-02,9.8,9.8,9.36,9.57,6297804,9.9,9.95,1,3.0,0.6381692303850572,9.97,0.04179728317659359,9.847999999999999
2019-10-18,8.5,8.53,8.22,8.3,2236547,8.53,8.46,1,3.0,0.30102526664204077,8.44,0.016867469879517927,8.597999999999999
2020-01-23,7.28,7.62,7.23,7.23,11946122,8.07,8.03,1,3.0,2.574962114048087,6.51,-0.09958506224066399,8.238
2020-02-04,5.86,6.35,5.86,6.12,6800882,6.51,6.51,1,3.0,8.574661410671547,6.68,0.0915032679738561,8.184
2020-07-28,8.0,8.02,7.39,7.61,8360030,8.18,7.97,1,3.0,0.30311296358934636,8.93,0.17345597897503273,6.782
2020-12-09,10.1,10.1,9.59,9.91,4576640,10.17,10.04,1,3.0,0.6550618789413425,10.54,0.06357214934409683,10.356
2021-01-13,9.4,9.4,8.85,8.88,1874547,9.43,9.36,1,3.0,0.6228734138530785,9.54,0.07432432432432412,9.844000000000001
2021-02-08,6.17,6.86,6.17,6.41,18600192,6.85,6.85,1,3.0,14.509207037438506,6.66,0.03900156006240252,8.572
