day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-10-20,10.7,10.84,10.53,10.79,4487520,11.17,10.71,0,3.0,0.8826961855289952,10.97,0.025233644859813165,
2017-10-31,10.1,10.15,10.02,10.14,3066861,10.51,10.04,0,3.0,0.7672751417364845,10.64,0.05346534653465351,
2018-06-20,6.38,6.85,6.3,6.51,2480270,6.82,6.43,0,3.0,0.5895309017296346,7.1,0.11285266457680243,7.274
2018-09-03,7.04,7.06,6.75,6.9,2005160,7.09,7.04,1,3.0,1.368550941791919,7.25,0.029829545454545414,7.11
2018-12-19,7.3,7.32,7.15,7.19,1440381,7.31,7.32,1,3.0,0.2631870286707898,7.7,0.0547945205479452,7.222
2018-12-21,7.08,7.12,7.0,7.12,1676657,7.16,7.09,0,3.0,0.5609064546116618,7.7,0.08757062146892647,7.222
2019-04-30,8.74,9.09,8.74,8.96,4777921,9.13,8.8,0,3.0,0.24573644904673397,8.8,0.006864988558352492,9.488
2019-10-21,7.49,7.53,7.41,7.5,1294675,7.62,7.5,0,3.0,0.48144354190076877,7.66,0.022696929238985364,7.648000000000001
2020-02-05,6.47,6.66,6.33,6.52,3061601,6.0,6.45,0,3.0,3.183553277629425,7.12,0.10046367851622873,7.468
2020-06-12,6.15,6.19,6.1,6.16,3535702,6.32,6.25,1,3.0,0.5091535558966487,6.48,0.0536585365853659,6.154
2020-06-15,6.14,6.25,6.12,6.16,2757943,6.15,6.16,0,3.0,0.3378226312376129,6.48,0.055374592833876246,6.154
2020-12-10,6.35,6.37,6.29,6.34,1618283,6.41,6.37,1,3.0,1.2070711082639334,7.44,0.1716535433070867,6.368
2022-01-26,6.08,6.22,6.08,6.15,2851029,6.31,6.05,0,3.0,0.3937712057255376,6.49,0.06743421052631571,6.566
