day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2019-01-17,6.53,6.58,6.2,6.24,98382100,-0.12665779346962935,0,6,0,5,-5.0,-0.03852080123266566,0,3,0,1,-1.0,6.54,0.0015313935681469104
2019-03-15,9.31,9.47,8.83,8.96,79078846,-0.10118219680096208,0,27,0,5,-5.0,-0.02819956616052055,0,20,0,3,-3.0,10.17,0.09237379162191184
2019-04-10,8.74,8.89,8.65,8.73,28274014,-0.07343458236413336,0,37,0,5,-5.0,-0.003424657534246478,0,30,0,5,-5.0,8.83,0.010297482837528626
2019-09-12,6.82,6.87,6.73,6.87,17489534,-0.22403645076085055,0,99,0,5,-5.0,0.010294117647058787,78,0,1,0,1.0,6.9,0.011730205278592365
2019-09-16,6.85,6.9,6.76,6.77,15255816,-0.1277174108812733,0,100,0,6,-6.0,-0.01455604075691419,0,90,0,1,-1.0,6.75,-0.014598540145985384
2019-12-25,5.63,5.75,5.54,5.61,21219917,-0.061131714134637694,0,136,0,5,-5.0,-0.00883392226148405,0,124,0,4,-4.0,5.94,0.05506216696269983
2020-01-10,5.38,5.39,5.33,5.36,28814124,-0.18806687173520897,0,143,0,5,-5.0,0.0,0,0,0,0,0.0,5.38,0.0
2020-03-20,4.62,4.68,4.54,4.64,59954350,-0.3643643649480577,0,168,0,5,-5.0,0.0043290043290042934,130,0,1,0,1.0,4.52,-0.0216450216450218
2020-05-27,3.93,3.96,3.92,3.92,12750895,-0.022929282286568098,0,195,0,5,-5.0,-0.0025445292620865922,0,176,0,1,-1.0,4.05,0.030534351145037997
2020-07-06,4.96,5.28,4.82,5.28,242536597,0.3057886470286557,158,0,5,0,5.0,0.10000000000000009,165,0,5,0,5.0,5.54,0.11693548387096775
2020-07-13,4.76,4.95,4.7,4.86,92977209,-0.21914771605524497,0,210,0,5,-5.0,0.010395010395010562,167,0,1,0,1.0,4.9,0.02941176470588247
2020-07-14,4.84,4.9,4.71,4.79,67465053,-0.2743915016851065,0,211,0,6,-6.0,-0.01440329218107006,0,189,0,1,-1.0,4.87,0.006198347107438051
2020-07-15,4.82,4.84,4.64,4.66,63749081,-0.055079953765099665,0,212,0,7,-7.0,-0.02713987473903967,0,190,0,2,-2.0,4.87,0.010373443983402453
2020-08-24,4.43,4.44,4.4,4.42,20019703,-0.17159981056581775,0,227,0,5,-5.0,-0.0022573363431150906,0,204,0,1,-1.0,4.45,0.004514672686230403
2020-12-31,4.14,4.36,4.13,4.21,89390487,0.5701130615762704,216,0,5,0,5.0,0.014457831325301207,213,0,3,0,3.0,4.27,0.0314009661835748
2021-06-01,3.83,3.84,3.82,3.83,11210695,-0.007801682384349862,0,323,0,5,-5.0,-0.0026041666666666297,0,303,0,2,-2.0,3.88,0.01305483028720622
2021-07-09,3.52,3.55,3.52,3.54,9061050,-0.22410559846551692,0,336,0,5,-5.0,0.0028328611898018607,259,0,1,0,1.0,3.59,0.019886363636363535
2021-12-29,3.29,3.31,3.27,3.29,18589501,-0.42291986050862895,0,395,0,5,-5.0,-0.003030303030302939,0,373,0,3,-3.0,3.47,0.054711246200607855
