day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2019-12-02,7.7,7.78,7.68,7.7,8569557,117893383.0,78400.0,7016520.0,-0.006451612903225823,-8569557.0,309786766.0,0.10592144618839618,0.126424167659595,1.0,8.52,0.06467065868263489,0.6954517859677081
2019-12-18,8.3,8.41,8.2,8.22,26193220,138643012.0,101900.0,22984054.0,-0.004842615012106477,-26193220.0,354915894.0,0.1056569587964126,0.13924079946091972,1.0,8.41,0.09313154831199077,0.2981686000841759
2020-01-15,8.75,8.78,8.51,8.54,24177540,181359841.0,63400.0,18982004.0,-0.024000000000000132,-24177540.0,460174641.0,0.09081654014839721,0.1941475622428868,1.0,8.97,0.08333333333333348,1.209388431242647
2020-02-05,6.95,7.27,6.92,7.04,33995041,189892550.0,13000.0,25463957.0,0.011494252873563315,33995041.0,451212246.0,0.10557423013223176,0.20292242295430393,1.0,9.7,0.15257958287596063,22.892482465462273
2020-07-03,7.02,7.11,7.0,7.1,14802043,232877716.0,0.0,17626953.0,0.009957325746799306,14802043.0,991472720.0,0.16879460706148977,0.24034385289924312,1.0,7.52,0.07106598984771573,0.9849965652199772
2021-10-13,7.15,7.23,7.04,7.21,8060379,312693883.0,1600.0,5995996.0,0.00839160839160824,8060379.0,2377600276.0,0.10425860126729111,0.226423544797919,1.0,8.15,0.07179487179487176,0.2177411041208892
2022-03-04,12.11,12.92,11.99,12.2,198424970,451921823.0,74200.0,167574762.0,0.03741496598639449,198424970.0,3967319917.0,0.06780606725402813,0.10457222562453228,1.0,12.92,0.33423180592991897,0.21913128824244943
2022-03-07,11.77,13.3,11.5,12.78,176344031,416424183.0,74200.0,158067664.0,0.04754098360655745,176344031.0,4143663948.0,0.07228706401786016,0.10457222562453228,1.0,13.3,0.3258928571428572,0.5213212564213299
2022-03-25,12.63,13.93,12.2,12.5,184437693,376534956.0,39400.0,131356186.0,-0.0587349397590361,-184437693.0,4087481432.0,0.0545119144452405,0.16646959372467804,1.0,14.85,0.41271442986881945,5.383050774226068
2022-05-18,10.58,10.89,10.4,10.56,64779133,417633008.0,82600.0,50255691.0,-0.01400560224089642,-64779133.0,3845628065.0,0.0728793435035317,0.12228057947214399,1.0,12.68,,0.9426190846890108
