day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2018-12-03,9.08,9.17,8.99,9.09,26626781,8.86,8.91,1.2393134913292854,0,0.0,5774627.322305367,5335223.063918959,True,9.09,0.0011013215859030367
2018-12-13,8.84,8.99,8.75,8.93,17406787,8.83,8.83,1.052684967669256,0,1.0,4183568.4794033254,3844805.4106442668,True,8.9,0.006787330316742057
2019-01-04,8.41,8.95,8.36,8.8,33437635,8.47,8.48,1.9473865744450207,0,0.0,10317180.021169232,1924258.5860104568,True,8.96,0.06539833531510109
2019-03-29,10.42,11.11,10.38,10.95,39412763,10.46,10.37,1.7390460087162412,0,1.0,9334589.610559082,5949147.141699386,True,11.92,0.14395393474088292
2019-04-16,10.71,11.45,10.62,11.33,37884635,11.0,10.8,1.1752181669816557,0,0.0,10482696.790727613,5386576.166829413,True,11.5,0.07376283846872078
2019-04-25,10.75,10.97,10.53,10.55,15435001,10.81,10.8,0.7403121782719981,1,1.0,4658523.54674983,4694876.47311311,True,10.75,0.0
2019-05-06,10.28,10.6,9.9,10.13,23054787,10.55,10.6,1.0222647662435937,1,1.0,5002662.659916578,4596873.380375159,True,10.23,-0.004863813229571856
2019-06-11,9.27,9.68,9.27,9.61,21040581,9.18,9.3,1.1319625044355552,0,1.0,6135660.450708222,1487027.6157057914,True,9.99,0.07766990291262132
2019-08-19,8.53,8.69,8.46,8.68,17283014,8.46,8.49,1.9230205908478055,0,1.0,5446367.824488475,1281318.0457191102,True,8.72,0.022274325908558268
2020-02-17,8.22,8.45,8.22,8.45,18077817,8.19,8.21,1.309469046694978,0,0.0,4008162.45948946,1942526.5542945745,True,8.64,0.051094890510948954
2020-05-27,7.73,7.81,7.7,7.8,14556806,7.67,7.71,1.2171370206502479,0,1.0,4014427.504715555,866496.2745452345,True,7.96,0.02975420439844756
2020-08-28,8.99,9.29,8.94,9.23,28101909,8.94,8.96,1.2586509295204107,0,2.0,5737812.702261543,4857518.912268408,True,9.4,0.04560622914349288
2021-03-11,9.81,10.52,9.8,10.45,54069848,9.92,9.74,2.1493901425034605,0,2.0,15551831.774486715,6324465.276170608,True,11.34,0.15596330275229353
2021-04-19,9.62,9.86,9.58,9.8,15835577,9.63,9.66,0.9280407388016996,0,2.0,2820277.9607191724,2166442.1993883955,True,10.03,0.042619542619542594
2021-06-11,9.5,9.55,9.25,9.43,25796688,9.58,9.55,1.093117044931199,1,1.0,6239700.149342333,1231839.7198882473,True,9.46,-0.004210526315789331
2021-09-10,8.77,9.12,8.77,8.89,32198965,8.73,8.8,1.2154754697354604,0,0.0,8348051.690413118,1359211.023411406,True,8.92,0.01710376282782211
2021-10-21,8.74,9.0,8.68,8.96,22785741,8.71,8.67,0.8297449762947926,0,1.0,4568211.004415764,1706552.1726566814,True,9.13,0.04462242562929064
2021-11-30,7.82,7.85,7.79,7.82,20598840,7.81,7.81,1.5715601885084736,0,1.0,5890437.719183553,1780518.5411026925,True,7.96,0.01790281329923271
2022-02-24,8.12,8.13,7.92,7.98,19237413,8.19,8.14,0.5321636350994532,1,1.0,3545094.8758111224,2169865.6361685186,True,8.07,-0.006157635467980205
2022-03-08,7.93,7.94,7.67,7.68,20681445,7.97,7.94,1.0755500626234404,1,1.0,4771971.729204427,1977699.8985722712,True,7.74,-0.02395964691046648
2022-05-24,7.55,7.56,7.32,7.35,12621325,7.54,7.55,0.9094866713062422,0,0.0,2465505.01031117,2273304.371052452,True,7.83,0.03708609271523189
