day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-12-29,6.97,7.04,6.94,7.02,2062201,6.95,6.96,-0.18912981505547155,0,0.0,1456064.5124304427,560286.9549739776,False,7.49,0.0746054519368724,0,38,0,5,-5,0.008620689655172376,32,0,2,0,2
2018-04-09,6.08,6.18,6.03,6.13,2577400,6.23,6.15,-0.04544276137920822,1,2.0,981292.9700073146,495507.2138433905,False,6.24,0.026315789473684292,0,72,0,5,-5,-0.003252032520325243,0,63,0,3,-3
2018-04-10,6.11,6.17,6.06,6.17,2270101,6.08,6.13,-0.11922829207728713,0,3.0,584904.9916574283,495507.2138433905,False,6.24,0.02127659574468077,0,73,0,6,-6,0.006525285481239873,63,0,1,0,1
2018-04-11,6.18,6.24,6.15,6.21,2156415,6.11,6.17,-0.05007971010981449,0,2.0,495524.1201145271,492931.38955509267,False,6.22,0.006472491909385036,0,74,0,7,-7,0.006482982171799101,64,0,2,0,2
2018-06-26,4.55,4.75,4.55,4.7,1842500,4.67,4.66,-0.07393445918777641,0,0.0,411321.6899870223,456713.1995209787,False,4.89,0.07472527472527468,0,104,0,5,-5,0.008583690987124415,77,0,1,0,1
2018-07-13,4.91,5.14,4.87,5.14,5307347,4.77,4.93,0.03345773479006242,0,0.0,1157101.6997713167,427614.6259752524,False,5.65,0.1507128309572301,89,0,5,0,5,0.04259634888438124,84,0,5,0,5
2018-07-16,5.09,5.65,5.07,5.51,12888041,4.91,5.14,1.4283396205298051,0,0.0,3827790.497743608,427614.6259752524,False,5.47,0.07465618860510803,90,0,6,0,6,0.07198443579766534,85,0,6,0,6
2018-10-24,4.28,4.35,4.21,4.26,4735600,4.26,4.31,0.030266862961845442,0,0.0,1274546.8480448853,907419.5878432073,False,5.09,0.18925233644859807,112,0,5,0,5,-0.011600928074245953,0,127,0,1,-1
2018-11-05,4.5,4.71,4.44,4.53,5802300,4.36,4.5,0.3182497492910401,0,0.0,1425158.2340823605,537521.189129205,False,5.41,0.2022222222222223,117,0,5,0,5,0.006666666666666821,116,0,2,0,2
2018-11-06,4.49,4.86,4.49,4.64,5978740,4.5,4.53,0.030408631060096836,0,0.0,1456836.4138408788,537521.189129205,False,5.41,0.2048997772828507,118,0,6,0,6,0.024282560706401668,117,0,3,0,3
2018-11-07,4.6,5.09,4.58,4.96,12686968,4.49,4.64,1.1220136684318098,0,0.0,3647655.5990749937,537521.189129205,False,5.41,0.17608695652173934,119,0,7,0,7,0.06896551724137945,118,0,4,0,4
2020-05-18,20.51,21.24,19.95,20.55,25822920,20.69,20.68,-0.004401650979604987,1,0.0,7766469.923708183,3434196.7411862253,False,26.7,0.3018039980497318,0,335,0,5,-5,-0.006286266924564798,0,298,0,1,-1
2020-07-21,22.31,22.43,21.9,22.17,14079711,22.45,22.3,-0.21419475801334087,1,2.0,19109395.653325416,1115146.594776098,False,22.14,-0.007619901389511297,0,363,0,5,-5,-0.005829596412555982,0,320,0,5,-5
2022-01-05,21.01,21.76,20.59,21.33,30889282,20.1,21.07,0.002573287977062355,0,0.0,8491253.986888504,1690031.6811682014,False,21.15,0.006663493574488255,475,0,5,0,5,0.012339819648789607,493,0,2,0,2
2022-02-22,17.55,17.55,16.59,16.75,13511800,17.91,17.55,0.6625874510934024,1,0.0,4126405.563486006,2010731.78473762,True,18.1,0.031339031339031376,487,0,5,0,5,-0.04558404558404561,0,521,0,2,-2
2022-02-23,16.98,18.1,16.8,17.5,19103380,17.55,16.75,0.41382939356710424,0,1.0,6420592.659523199,2010731.78473762,False,17.97,0.05830388692579502,488,0,6,0,6,0.04477611940298498,508,0,1,0,1
