day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-07-05,14.43,14.48,13.06,13.5,30360104,14.46,14.51,1,3.0,2.3097347293766948,14.62,0.0829629629629629
2018-09-04,16.65,17.03,16.21,16.66,17365326,16.74,16.68,1,3.0,0.5812098792029321,16.65,-0.0006002400960385401
2019-11-13,13.87,13.87,13.36,13.52,23806155,13.95,13.85,1,3.0,1.8271506589773798,13.84,0.02366863905325456
2020-08-11,10.77,10.92,10.47,10.51,29676862,10.82,10.83,1,3.0,0.323964402470454,10.61,0.009514747859181716
2020-09-24,11.04,11.13,10.71,10.71,19813137,11.29,11.13,1,3.0,0.6837579708770438,10.84,0.012138188608776801
2020-11-30,13.08,13.15,12.7,12.7,33982455,13.1,12.91,1,3.0,0.7543788414274841,13.1,0.03149606299212593
2021-03-24,14.92,14.94,13.77,13.85,70242740,15.98,15.2,1,3.0,0.4834335196183399,15.15,0.09386281588447654
2021-06-17,12.36,12.47,11.8,12.19,46227257,12.6,12.44,1,3.0,1.622269477178747,12.05,-0.011484823625922735
2021-08-19,11.43,11.51,10.87,11.49,96849736,11.83,11.58,1,3.0,0.4567919737808619,11.68,0.01653611836379465
2022-03-01,10.0,10.04,9.69,9.9,37476608,10.05,10.03,1,3.0,1.9596120125003593,9.9,0.0
2022-03-09,8.73,8.75,7.93,8.5,43421158,9.22,8.75,1,3.0,0.42373947167493076,8.84,0.040000000000000036
2022-04-25,7.87,7.92,7.35,7.35,19799991,7.89,7.95,1,3.0,0.24838480684735598,7.41,0.008163265306122547
2022-04-26,7.35,7.38,7.03,7.3,28275047,7.87,7.35,1,3.0,0.4280333258737339,7.64,0.046575342465753344
