day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-12-05,4.06,4.07,3.87,3.9,38223731,4.18,4.08,1,3.0,0.48591719685252666,3.96,0.01538461538461533
2018-03-20,3.76,3.76,3.66,3.7,27977340,3.79,3.78,1,3.0,0.4952270572256101,3.73,0.008108108108108025
2018-06-12,2.87,2.89,2.79,2.86,12549982,2.89,2.88,1,3.0,0.6714824965564747,2.86,0.0
2018-08-06,2.41,2.42,2.34,2.36,16272824,2.42,2.42,1,3.0,0.3274040401222469,2.58,0.09322033898305104
2019-04-12,2.69,2.69,2.59,2.62,46514208,2.72,2.68,1,3.0,0.2832602355919962,2.77,0.057251908396946494
2019-08-06,1.89,1.9,1.76,1.85,31843410,1.93,1.92,1,3.0,1.317599387182879,1.89,0.021621621621621623
2020-02-04,1.46,1.6,1.46,1.56,41503403,1.62,1.62,1,3.0,4.854868029398903,1.65,0.05769230769230771
2020-04-28,1.55,1.56,1.43,1.5,19422993,1.58,1.55,1,3.0,0.5302212704063387,1.78,0.18666666666666676
2020-09-04,2.17,2.18,2.13,2.17,38178127,2.2,2.2,1,3.0,0.3227652555092515,2.64,0.21658986175115214
2021-06-16,3.5,3.51,3.31,3.32,40733271,3.63,3.51,1,3.0,0.22047619618335945,3.37,0.015060240963855609
2022-01-25,4.22,4.22,4.0,4.02,32166795,4.23,4.22,1,3.0,0.5175171097405811,4.17,0.03731343283582089
2022-04-25,3.8,3.8,3.49,3.5,30577742,3.92,3.85,1,3.0,0.5548816898347417,3.57,0.020000000000000018
