day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-08-01,23.32,23.84,23.31,23.71,16002480,23.41,23.25,0,3.0,0.23315860884127004,23.85,0.022727272727272707,
2018-06-27,25.53,26.05,25.19,25.56,9043149,25.69,25.54,0,3.0,0.42460707526218955,25.98,0.01762632197414793,24.892000000000003
2018-08-07,23.18,24.35,23.1,24.27,9618888,24.38,22.95,0,3.0,0.9611299338566279,24.5,0.056945642795513285,25.082
2018-09-12,24.27,24.31,23.85,24.02,5591577,24.57,24.33,1,3.0,0.30601589233294324,25.41,0.046971569839307836,23.718
2018-09-14,24.07,24.35,23.81,24.2,9686069,24.1,23.9,0,3.0,1.113181308242737,25.52,0.06024096385542155,23.718
2018-11-29,21.69,21.87,21.38,21.4,6094622,21.61,21.52,0,3.0,0.6002325708110954,22.5,0.03734439834024883,21.726
2019-10-08,21.56,21.69,21.5,21.62,6971274,21.68,21.48,0,3.0,0.5219434093496718,22.2,0.029684601113172615,21.688000000000002
2019-11-19,21.85,21.95,21.77,21.9,5815140,22.05,21.78,0,3.0,0.8387542949833249,22.56,0.03249427917620129,21.55
2020-03-02,23.0,23.78,23.0,23.69,14226045,23.8,23.17,0,3.0,0.6485011227697117,24.11,0.04826086956521736,23.939999999999998
2020-03-20,19.42,19.55,19.08,19.33,21720022,19.93,19.31,0,3.0,0.9039228580027141,20.55,0.05818743563336759,22.288
2020-09-30,31.88,33.05,31.63,32.39,27192142,32.5,31.72,0,3.0,0.2129458934079762,34.0,0.06649937264742789,28.764
2021-09-14,45.08,47.98,44.7,46.9,42320142,46.1,45.13,0,3.0,0.5529489100575808,46.99,0.042369121561668166,46.696
2021-11-02,48.01,51.0,47.6,50.5,35498782,49.04,48.35,0,3.0,0.30074029341171515,51.77,0.07831701728806517,44.501999999999995
2021-11-29,45.74,46.4,45.25,45.85,14015409,46.8,46.15,1,3.0,0.5218641730282341,47.35,0.03519895059029299,47.016
2022-03-08,38.55,38.66,36.4,36.71,26617576,40.86,38.67,1,3.0,0.28576907305778976,39.0,0.011673151750972943,44.32
2022-03-16,35.2,36.19,34.0,36.14,22031044,36.0,34.69,0,3.0,0.37053904955800543,38.14,0.08352272727272725,38.126
