day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-01-05,21.05,21.23,20.34,20.67,9242429,495023384,400200,31340289,-0.030487804878048697,-9242429.0,-9696360.0,0.16314239929116303,0.20227965416060475,1.0,21.32,0.029126213592232997,1.4277917827256807
2018-01-29,20.73,20.85,20.18,20.29,2392507,488658917,134220,8771477,-0.021225277375783946,-2392507.0,-20542483.0,0.17870964434671419,0.249996180210491,1.0,21.2,0.10427807486631013,0.5161137544541163
2018-11-02,13.6,13.69,13.31,13.56,3492325,256314227,80080,6260396,0.014210919970082392,3492325.0,11206371.0,0.13278633490211736,0.14278718299404636,1.0,13.69,0.09726848767488327,0.20336117691715394
2019-01-23,13.57,13.7,13.45,13.5,2961673,283615860,94680,4803462,-0.00589101620029453,-2961673.0,50772883.0,0.11947510337748424,0.2310016219174891,1.0,13.79,0.0051057622173595885,0.24363499794135124
2019-07-02,15.84,15.84,15.52,15.56,4055095,277093001,90316,12816197,-0.010178117048346036,-4055095.0,191594206.0,0.20156358915167719,0.27631823954102713,1.0,16.53,0.06148648648648658,0.8723533041914258
2019-08-22,14.5,14.55,14.09,14.2,3122085,264549821,45849,3678083,-0.015256588072122046,-3122085.0,179273486.0,0.08226853897583822,0.16918122800554214,1.0,14.78,0.02103786816269282,0.5593255781378192
2019-08-27,13.96,14.3,13.96,14.12,3362416,258032182,46949,2625645,0.014367816091954033,3362416.0,177002335.0,0.05526401090163446,0.25186785765935116,1.0,14.78,0.012517385257301727,0.22064300321493713
2020-11-26,11.47,11.51,11.38,11.45,1999928,208140882,69416,4347992,-0.0008726003490402423,-1999928.0,228369182.0,0.18995843308637836,0.22788956615628678,1.0,12.02,0.05110132158590308,1.7180110262005317
2021-04-22,11.31,11.45,11.16,11.19,4167940,184516926,29911,2435829,-0.010610079575596898,-4167940.0,267847142.0,0.05169574180784046,0.22023745768573796,1.0,11.45,0.05149812734082393,0.20286244525201202
2021-10-28,10.58,10.75,10.46,10.72,5269376,248372014,2492292,5360686,0.01132075471698113,5269376.0,293117021.0,0.09592913036328253,0.19198913309419363,1.0,11.5,0.03755868544600949,0.4726065741000183
2022-05-16,10.97,11.0,10.59,10.8,10059692,211063046,1918505,7967333,0.009345794392523477,10059692.0,510002776.0,0.07336782397549141,0.1480576245440381,1.0,11.0,,0.4477701192668493
