day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2018-04-19,25.0,26.36,24.64,25.24,13567885,23.22,23.96,2.206966939454986,0,0.0,4589421.674143834,919292.8613115563,True,30.5,0.21999999999999997,59,0,5,0,5,0.05342237061769595,66,0,2,0,2
2018-04-20,26.8,27.7,26.21,27.69,25280712,25.0,25.24,0.863275816385531,0,0.0,9656215.624837236,968712.4795321646,False,30.5,0.13805970149253732,60,0,6,0,6,0.09706814580031708,67,0,3,0,3
2018-11-13,14.4,14.79,14.31,14.56,4691558,14.23,14.6,-0.18584916972913057,0,1.0,2325138.75826529,664033.2645652138,False,15.64,0.08611111111111103,0,141,0,5,-5,-0.002739726027397249,0,132,0,1,-1
2019-07-11,15.58,15.7,15.2,15.28,2960512,15.45,15.57,-0.23330704756429332,0,2.0,1535984.4914230849,432898.22746799287,False,15.98,0.025673940949935803,0,230,0,5,-5,-0.01862556197816323,0,211,0,1,-1
2019-07-12,15.29,15.45,15.21,15.37,2007411,15.58,15.28,-0.32193789452635224,0,1.0,1195107.25100981,432898.22746799287,False,16.16,0.056899934597776314,0,231,0,6,-6,0.005890052356021025,211,0,1,0,1
2020-03-20,14.67,14.83,14.39,14.5,6368249,14.07,14.43,-0.23234301256940948,0,0.0,4006440.5173897995,1240703.6242994615,False,14.37,-0.020449897750511314,0,324,0,5,-5,0.00485100485100487,297,0,2,0,2
2020-05-27,14.12,14.3,14.02,14.15,3359876,14.1,14.13,-0.15738117444834643,0,2.0,1579583.8442917343,793957.836397192,False,14.48,0.025495750708215414,0,349,0,5,-5,0.0014154281670204494,319,0,2,0,2
2021-07-30,13.45,13.64,13.34,13.51,5596864,13.46,13.52,-0.30214710004339085,1,0.0,3277654.782832441,675791.8591877347,False,15.08,0.12118959107806693,0,503,0,5,-5,-0.0007396449704142327,0,451,0,1,-1
2021-11-19,16.81,16.94,16.49,16.62,10746927,16.3,16.79,-0.3091324922139468,0,1.0,5888297.527196313,1149234.317782623,False,17.55,0.0440214158239145,0,541,0,5,-5,-0.010125074449076732,0,484,0,1,-1
2021-11-22,16.55,16.88,16.41,16.81,10701964,16.81,16.62,-0.004183800634358081,0,0.0,5245822.218598703,1149234.317782623,False,17.55,0.06042296072507547,0,542,0,6,-6,0.011432009626955342,497,0,1,0,1
2021-11-23,16.78,16.95,16.55,16.6,6936153,16.55,16.81,-0.35188036513671694,0,0.0,5073003.596555912,1213521.041400596,False,17.55,0.045887961859356396,0,543,0,7,-7,-0.012492563950029623,0,485,0,1,-1
2022-05-09,14.17,14.45,14.0,14.13,2240500,14.19,14.08,-0.02577722584140585,0,1.0,1395554.3552255547,611829.1266808615,False,14.69,0.03669724770642202,0,604,0,5,-5,0.0035511363636364646,549,0,1,0,1
