,count,mean,std,min,25%,50%,75%,max,总市值,流通市值
000001,15.0,0.0764604175823098,0.05878482878651352,-0.0382034073309242,0.0538989978578287,0.07903225806451619,0.0956922023468938,0.1947308132875143,2877.8976539579,2877.8388903798
000002,18.0,0.07197547221287372,0.05331249601680156,0.005772005772005873,0.030831846973036925,0.07001299344949374,0.09944970754202698,0.17740112994350277,2133.2578936598,1783.1710611970002
000006,16.0,0.07470408257974104,0.06441102758333382,-0.0018832391713746732,0.02613844339080179,0.06711982343164968,0.09984520123839014,0.2418379685610641,58.859785808000005,58.859785808000005
000008,13.0,0.07392382137304268,0.06168784008313114,0.006493506493506551,0.031034482758620863,0.06930693069306937,0.08250000000000002,0.2250000000000001,67.5733287642,65.4626025668
000009,12.0,0.08097666517549304,0.11952066795577189,-0.04874213836477992,0.02471931672140515,0.0354447907930715,0.10150595093514692,0.34289813486370146,307.70023389560004,304.3856454395
000012,11.0,0.0638760770203805,0.039578884994508734,-0.019261637239165297,0.04193847463829292,0.07070707070707072,0.09127647381867676,0.1182994454713493,189.46170534470002,120.7213731795
000016,11.0,0.06823284182865302,0.059875115918351686,-0.007776049766718529,0.018846153846153846,0.07042253521126773,0.10000088885728509,0.19152542372881354,125.69474524549999,83.3411751103
000021,16.0,0.036586285250543464,0.053543804502640645,-0.01760000000000006,-0.004557152554378302,0.020466076696165292,0.060048218198495096,0.1333333333333333,168.5434624806,168.4814503915
000025,10.0,0.11224995899178047,0.06255948665485613,-0.014946124435175512,0.07629474373152828,0.11695102138190427,0.14876635840167518,0.2058823529411764,54.1409268008,49.332958640200005
000027,6.0,0.04212519367392711,0.038077996026054384,-0.003454231433506094,0.013291808184689946,0.04233602556137395,0.06286549707602329,0.09821428571428581,289.2493032632,289.2493032632
000028,13.0,0.060679364861160434,0.050187130803350896,-0.007453416149068359,0.021149327066865897,0.06155424467812254,0.09879336349924595,0.15935672514619892,122.016190155,104.804083125
000030,17.0,0.09606730300259696,0.06959836022565592,0.006596306068601621,0.03252032520325199,0.10251450676982587,0.14081996434937616,0.23388581952117882,99.2182560281,96.5092934235
000031,10.0,0.04940269572343664,0.05100541481787215,-0.029585798816568087,0.02190465333846975,0.0383573008849557,0.07051732693739138,0.15027829313543606,164.5944285386,72.604737974
