day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2018-10-29,6.86,6.95,6.77,6.82,1839000,6.93,6.85,-0.2598858960572322,1,0.0,913618.551882457,218045.60145024842,False,7.35,0.0714285714285714,0,139,0,5,-5,-0.004379562043795526,0,126,0,2,-2
2019-07-03,9.35,9.6,9.29,9.47,4322645,9.31,9.39,0.17513921092558715,0,1.0,1052426.5094339333,381070.02580850304,False,9.49,0.01497326203208571,197,0,5,0,5,0.008519701810436597,192,0,3,0,3
2020-04-20,6.95,7.01,6.92,7.01,2524584,6.93,6.94,0.00048744647005527497,0,1.0,363266.2018145823,274112.6006531077,False,7.65,0.1007194244604317,293,0,5,0,5,0.010086455331411948,280,0,2,0,2
2020-05-21,7.14,7.14,7.09,7.1,1315329,7.17,7.11,-0.26251904215373556,1,2.0,297838.98695048667,283563.5844877142,True,7.39,0.035014005602240994,0,331,0,5,-5,-0.0014064697609001975,0,303,0,2,-2
2020-07-28,7.5,7.65,7.5,7.6,2217433,7.66,7.56,-0.11758184252886594,0,2.0,1397739.2134220498,504792.25936692173,False,16.94,1.258666666666667,0,355,0,5,-5,0.005291005291005346,311,0,1,0,1
2020-08-28,10.96,11.12,10.73,11.06,25661596,11.04,10.95,-0.20669892742534945,0,3.0,6072657.809290825,982663.6795878621,False,11.23,0.02463503649635035,0,369,0,5,-5,0.010045662100456765,325,0,1,0,1
2020-10-21,9.53,9.53,9.32,9.36,8964368,9.48,9.55,-0.2647990836774218,0,1.0,7288414.901407203,1734202.2055141968,False,9.38,-0.015739769150052263,0,389,0,5,-5,-0.01989528795811535,0,353,0,1,-1
2020-10-22,9.32,9.36,9.23,9.28,8326903,9.53,9.36,-0.07111098071832833,1,0.0,3005149.2953152386,1734202.2055141968,False,9.38,0.006437768240343367,0,390,0,6,-6,-0.008547008547008517,0,354,0,2,-2
2020-10-23,9.31,9.38,9.21,9.23,7385665,9.32,9.28,-0.11303578293154126,1,1.0,2461598.913537647,1734202.2055141968,False,9.36,0.005370569280343629,0,391,0,7,-7,-0.005387931034482651,0,355,0,3,-3
2020-10-26,9.27,9.36,9.19,9.27,5972125,9.31,9.23,-0.19138967174926025,0,2.0,2318025.345426526,1734202.2055141968,False,9.29,0.0021574973031284195,0,392,0,8,-8,0.004333694474539351,340,0,1,0,1
2020-10-27,9.28,9.29,9.2,9.25,5920622,9.27,9.27,-0.008623898528580698,0,2.0,1369028.2723040464,1649531.8682813884,False,9.35,0.007543103448275801,0,393,0,9,-9,-0.0021574973031283085,0,356,0,1,-1
2021-08-13,10.85,11.26,10.8,11.24,13377607,10.85,10.85,1.1272181567808066,0,1.0,3347246.236669647,877366.1392936092,True,11.36,0.047004608294930916,432,0,5,0,5,0.03594470046082954,424,0,1,0,1
2022-03-02,10.82,10.94,10.79,10.9,4724700,10.84,10.89,-0.12163252497324761,0,2.0,8952452.229219489,731826.0185722423,False,10.99,0.015711645101663674,0,573,0,5,-5,0.0009182736455464191,486,0,2,0,2
2022-04-01,10.9,11.25,10.82,11.18,15013610,10.76,10.91,0.4193494287239581,0,0.0,2865703.457667349,1018547.62735603,False,11.2,0.02752293577981635,503,0,5,0,5,0.024747937671860676,498,0,3,0,3
2022-06-16,10.21,11.11,10.04,10.47,21730871,10.31,10.42,0.2593138550265066,0,1.0,7075997.393465788,1094305.2733790942,False,,,526,0,5,0,5,0.004798464491362786,524,0,3,0,3
