day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-06,14.7,14.98,14.56,14.86,2878225,15.25,14.89,1,3.0,0.36655601505850943,15.36,0.044897959183673564,
2018-01-17,13.41,13.41,12.94,13.01,7049159,13.65,13.41,1,3.0,0.21937545620945453,13.59,0.01342281879194629,13.418
2018-01-18,13.08,13.4,13.06,13.3,3324755,13.41,13.01,0,3.0,0.2367305784694782,13.59,0.03899082568807333,13.398
2018-02-02,11.58,11.73,11.25,11.63,3942266,12.18,11.37,0,3.0,0.7075639323005876,12.03,0.03886010362694292,13.13
2018-06-04,13.27,13.47,13.03,13.35,2024821,13.33,13.31,0,3.0,0.5097594242950094,14.45,0.08892238131122832,12.644
2018-09-04,12.7,12.7,12.41,12.59,1582778,12.97,12.7,1,3.0,1.8172453913227131,13.3,0.047244094488189115,13.224
2019-01-15,12.75,12.75,12.08,12.23,6845445,11.87,11.8,0,3.0,0.4339206111679925,12.47,-0.02196078431372539,11.71
2019-03-26,13.49,13.86,13.42,13.76,10701138,13.36,13.5,0,3.0,0.26664479397233576,13.93,0.032616753150481737,12.55
2019-09-02,7.06,7.17,7.02,7.14,3983280,7.1,7.04,0,3.0,0.2606189162978365,7.77,0.10056657223796028,7.09
2019-09-26,7.08,7.13,6.97,6.99,5941686,7.11,7.05,1,3.0,1.355567942066612,7.61,0.07485875706214684,7.088
2020-02-05,5.5,5.77,5.5,5.76,10216211,5.2,5.42,0,3.0,0.7579166014183127,6.07,0.10363636363636375,6.516
2020-04-27,5.4,5.43,5.38,5.4,2369652,5.48,5.41,1,3.0,0.21223908918406065,5.54,0.025925925925925908,5.386
2020-11-03,5.06,5.11,5.01,5.1,3173956,5.12,5.03,0,3.0,0.21076400749801127,5.28,0.04347826086956541,5.21
2021-04-26,4.83,4.85,4.76,4.85,2486751,4.92,4.83,0,3.0,1.3589802583608916,5.04,0.04347826086956519,5.018
2021-07-27,4.58,4.63,4.57,4.59,1488391,4.64,4.58,0,3.0,0.5265856749691111,5.0,0.09170305676855883,4.618
2021-10-25,4.98,5.17,4.98,5.09,9601299,5.24,5.0,0,3.0,0.271065575843797,5.14,0.032128514056224855,5.248
2021-12-21,5.69,5.74,5.62,5.66,5786200,5.87,5.69,1,3.0,0.27132783921154946,5.85,0.028119507908611396,4.966
