day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-03-23,15.56,15.81,14.85,15.13,7611604,16.08,16.06,1,3.0,3.3342438452186736,16.03,0.059484467944481256
2018-04-16,15.35,15.37,14.97,15.13,3609250,15.5,15.3,1,3.0,0.39523241632181283,15.33,0.013218770654329193
2018-06-22,11.48,11.78,10.93,11.15,10997421,13.4,12.02,1,3.0,0.25946304744948745,11.35,0.017937219730941534
2018-09-03,11.03,11.03,10.41,10.72,3068539,11.28,11.15,1,3.0,0.4988333329262902,11.41,0.06436567164179108
2019-05-06,11.46,11.46,10.71,10.71,9415600,12.12,11.9,1,3.0,0.36211546560042174,11.38,0.06255835667600373
2019-10-15,15.9,15.9,14.8,15.48,24061868,16.35,16.15,1,3.0,1.115661981094168,15.48,0.0
2019-10-18,15.03,15.03,14.41,14.41,7582281,15.06,14.91,1,3.0,0.3349680892476372,15.75,0.09299097848716165
2020-02-28,13.88,13.99,13.16,13.3,20370942,14.59,14.49,1,3.0,0.3925259608292426,13.95,0.04887218045112762
2022-01-25,8.65,8.67,8.25,8.25,8465162,8.77,8.65,1,3.0,0.5340841049818994,8.36,0.013333333333333197
2022-04-25,6.16,6.16,5.77,5.78,8820137,6.3,6.24,1,3.0,0.6120182685255398,5.87,0.015570934256055269
