day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-01,16.8,16.82,16.22,16.33,4583405,17.08,16.8,1,3.0,0.5057262146339188,16.59,0.015921616656460635
2018-05-31,15.64,15.73,15.13,15.26,4622504,15.69,15.54,1,3.0,0.3390807294789857,15.44,0.011795543905635641
2018-07-05,11.42,11.59,11.03,11.11,3306858,11.65,11.46,1,3.0,0.8989215821389196,11.39,0.025202520252025407
2018-08-31,10.33,10.49,10.22,10.24,1004520,10.5,10.31,1,3.0,0.4281916141442892,10.6,0.03515625
2018-09-03,10.24,10.31,10.03,10.15,1417860,10.33,10.24,1,3.0,0.41148010990323747,10.6,0.04433497536945796
2018-10-11,9.4,9.44,8.7,8.7,5053359,9.69,9.67,1,3.0,3.2961972046521115,8.68,-0.0022988505747125743
2018-10-12,8.67,8.68,7.95,8.34,7239430,9.4,8.7,1,3.0,0.43259760488023913,8.37,0.003597122302158251
2019-11-07,11.23,11.27,11.04,11.15,4032550,11.3,11.21,1,3.0,0.9648892171919949,11.45,0.02690582959641241
2020-02-04,10.55,11.5,10.55,11.19,7741742,11.52,11.52,1,3.0,5.949499102333932,12.41,0.10902591599642553
2021-01-07,9.65,9.69,9.34,9.37,10589380,9.81,9.72,1,3.0,0.3714070657371116,9.72,0.03735325506937048
2021-07-19,9.76,9.8,9.5,9.6,10172630,9.81,9.76,1,3.0,0.23468242638182524,9.65,0.005208333333333481
2021-07-28,9.02,9.03,8.71,8.78,6854774,9.22,9.03,1,3.0,0.2534730393837574,9.34,0.06378132118451041
2021-09-29,9.12,9.16,8.96,8.99,4059845,9.16,9.14,1,3.0,0.3378954233331939,9.3,0.034482758620689724
2022-03-04,11.04,11.04,10.69,10.82,11450252,11.17,11.09,1,3.0,0.50875811516117,10.81,-0.0009242144177449285
2022-03-09,10.12,10.19,9.55,10.02,11314708,10.51,10.12,1,3.0,0.31121960128624515,10.37,0.034930139720558806
2022-04-25,8.6,8.69,7.93,8.02,15560612,8.76,8.7,1,3.0,1.2003846562295797,8.03,0.0012468827930174342
