day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-20,8.74,8.88,8.42,8.84,8842775,9.21,8.74,0,3.0,0.7048672538840761,8.89,0.017162471395881118,9.558
2018-02-01,7.55,7.59,6.86,6.88,12939670,7.9,7.54,1,3.0,1.0437555648767205,6.82,-0.09668874172185427,7.968
2018-02-02,6.8,6.82,6.5,6.72,8037721,7.55,6.88,1,3.0,0.30886515765703115,6.8,0.0,7.958
2018-02-07,6.09,6.22,5.92,6.07,8678707,6.49,5.99,0,3.0,1.2731390435299348,6.84,0.12315270935960587,7.82
2018-10-11,4.19,4.49,4.19,4.19,41232900,4.66,4.66,1,3.0,3.324134705332086,4.75,0.13365155131264905,6.44
2018-10-12,4.01,4.06,3.77,3.83,29467902,4.19,4.19,1,3.0,21.30010816657653,4.75,0.1845386533665836,6.38
2019-01-31,4.18,4.69,4.18,4.69,55045919,4.26,4.26,0,3.0,3.480813953488372,5.57,0.33253588516746424,4.37
2019-08-07,4.57,4.61,4.49,4.5,8117800,4.6,4.54,1,3.0,0.5011112066556314,5.01,0.09628008752735218,4.532
2019-11-26,4.52,4.57,4.51,4.53,4150136,4.56,4.54,1,3.0,0.4182991077286444,4.51,-0.0022123893805309214,4.648000000000001
2019-11-28,4.3,4.34,4.25,4.31,6624600,4.51,4.3,0,3.0,3.4128847825709805,4.49,0.04418604651162794,4.636
2020-04-29,3.95,3.98,3.92,3.95,3747542,4.01,3.92,0,3.0,0.7442632643535085,4.27,0.08101265822784787,4.2
2021-05-14,4.54,4.83,4.52,4.82,21623613,4.68,4.51,0,3.0,0.3184169414413691,4.9,0.0792951541850222,4.418
2022-03-10,10.75,11.43,10.75,11.12,13711298,11.05,10.55,0,3.0,0.41066455510168853,11.0,0.023255813953488413,11.008
2022-04-18,7.85,8.06,7.64,8.0,11388760,8.08,7.88,0,3.0,1.2675595336927334,8.15,0.03821656050955413,8.82
2022-04-26,6.53,6.61,6.1,6.13,14827300,7.1,6.53,1,3.0,0.22638632679879445,8.6,0.31699846860643177,7.88
