day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-09-08,8.97,9.08,8.89,8.96,35104180,9.05,8.9,-0.3926956981108286,0,1.0,23806547.841099948,,False,9.08,0.012263099219620877,0,14,0,5,-5,0.006741573033707926,11,0,1,0,1
2017-09-11,8.85,9.04,8.8,9.04,33591026,8.97,8.96,-0.043104667307426014,0,0.0,15123831.19301338,,False,9.08,0.025988700564971712,0,15,0,6,-6,0.008928571428571175,12,0,2,0,2
2018-01-31,6.73,6.73,6.49,6.55,34902722,6.93,6.8,-0.048755362121220225,1,3.0,31955763.499717638,3284484.491717361,False,6.66,-0.010401188707280906,0,50,0,5,-5,-0.03676470588235292,0,40,0,4,-4
2018-02-01,6.51,6.63,6.1,6.15,32577925,6.73,6.55,-0.06660789952141843,1,3.0,14503735.167162454,3552894.000017567,False,6.66,0.02304147465437789,0,51,0,6,-6,-0.061068702290076216,0,41,0,5,-5
2018-05-18,5.43,5.48,5.4,5.46,9202481,5.5,5.44,-0.0579691318291109,0,2.0,5145161.781056994,5064335.942794692,False,5.56,0.023941068139963217,0,88,0,5,-5,0.003676470588235281,69,0,1,0,1
2018-12-12,3.28,3.29,3.25,3.26,8248900,3.3,3.3,-0.22806403524614938,1,1.0,1767548.2840883438,2491352.3577309554,True,3.29,0.0030487804878049918,0,166,0,5,-5,-0.012121212121212088,0,138,0,2,-2
2019-01-11,3.07,3.13,3.07,3.11,9604488,3.09,3.09,-0.0955289154243848,0,1.0,3787181.461894671,1707567.1724715761,False,3.58,0.16612377850162874,0,177,0,5,-5,0.006472491909385036,130,0,2,0,2
2019-03-19,4.68,4.68,4.56,4.63,53871280,4.57,4.62,-0.03557535997453565,0,1.0,37212019.04732463,4546070.422080499,False,5.26,0.12393162393162394,0,201,0,5,-5,0.0021645021645020357,154,0,3,0,3
2019-05-23,4.0,4.02,3.9,3.9,12002600,4.02,4.0,-0.16798252919974,1,1.0,6025839.124638695,6591291.94286493,False,4.48,0.1200000000000001,0,227,0,5,-5,-0.025000000000000022,0,185,0,2,-2
2019-06-19,4.55,4.66,4.52,4.61,55862061,4.54,4.67,-0.10529779182796728,0,1.0,36957145.27578866,2902800.771436061,False,5.0,0.098901098901099,0,237,0,5,-5,-0.012847965738757905,0,192,0,1,-1
2019-07-26,4.07,4.1,4.07,4.08,13590180,4.15,4.13,-0.13482677188663517,1,1.0,11095667.430414457,5929446.7098437715,False,4.56,0.12039312039312011,0,252,0,5,-5,-0.012106537530266248,0,205,0,2,-2
