day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-01-02,8.12,8.57,8.06,8.46,31949676,755219660,36400,41470288,0.041871921182266236,31949676.0,-69315084.0,0.15610195405678537,0.3527798701782824,1.0,8.57,0.01206140350877205,0.3270995240747967
2018-05-08,6.82,6.85,6.71,6.81,19546241,686382028,42964,25157057,0.007396449704141883,19546241.0,-45491747.0,0.18983089298248323,0.25617163520168923,1.0,9.24,0.1488721804511277,1.0813062984840407
2018-09-25,5.26,5.31,5.22,5.26,4770993,557474121,185431,2947541,-0.001897533206831059,-4770993.0,-139608054.0,0.1173417875699071,0.2948993859888239,1.0,5.71,0.22737819025522055,0.4212029749794768
2019-03-26,6.24,6.38,5.96,6.0,48518607,570216711,280182,73525080,-0.024390243902439046,-48518607.0,184220973.0,0.24560772263108113,0.26906493562328176,1.0,6.45,0.12210796915167088,0.49128888104219115
2019-04-02,7.17,7.97,7.17,7.54,153493548,843290315,330244,280401023,0.03429355281207136,153493548.0,614608255.0,0.2413201515255793,0.3144651789524165,1.0,7.97,0.32674772036474176,1.113164391567071
2020-11-13,5.86,5.95,5.76,5.82,39605688,563886514,2569922,29036194,-0.013559322033898313,-39605688.0,1207870466.0,0.12521467426464233,0.2198338476387602,1.0,5.95,0.2354085603112841,0.9828355488322624
2021-01-25,5.15,5.23,5.1,5.22,18657827,686591381,114298,11165631,0.013592233009708687,18657827.0,1184072201.0,0.11586489796933021,0.2273760052502717,1.0,5.66,0.04591836734693877,0.2767374619840186
2021-04-07,5.61,5.71,5.58,5.7,27581032,690984151,205385,31582853,0.017857142857143016,27581032.0,1278772342.0,0.20285088207066118,0.3279115326755271,1.0,6.12,0.032061068702289974,0.7331865800841912
2022-01-21,6.98,7.05,6.83,6.87,38011023,1255912856,421085,25900647,-0.0199714693295292,-38011023.0,4179674268.0,0.0981841951553944,0.20528000580656075,1.0,8.65,0.03185595567867039,1.6629179156504645
2022-04-07,6.52,6.55,6.37,6.38,21482546,1054897974,148087,16677063,-0.027439024390243816,-21482546.0,4402613370.0,0.12017144986867025,0.17538565580240578,1.0,6.92,0.3157894736842104,0.5888975986482297
2022-05-11,5.64,5.78,5.57,5.61,47669664,965537835,276649,29040696,0.03125,47669664.0,4505858219.0,0.10734926220398561,0.18668067750549897,1.0,7.0,,0.32265008795524386
