day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-12-05,5.55,5.56,5.14,5.2,15683261,6.02,5.57,1,3.0,1.4251643827191032,5.67,0.09038461538461529,6.16
2017-12-25,5.21,5.27,5.08,5.14,5924625,5.29,5.22,1,3.0,0.6997540418856547,5.17,0.005836575875486361,5.286
2018-02-02,4.03,4.18,3.95,4.15,21681296,4.27,4.17,1,3.0,0.72949424272856,4.18,0.0072289156626503814,4.848
2018-04-17,4.06,4.09,4.0,4.02,5365219,4.09,4.07,1,3.0,0.3836125320384569,4.1,0.01990049751243772,4.118
2018-08-02,3.55,3.59,3.42,3.54,14930102,3.67,3.55,1,3.0,0.31679291854625924,3.58,0.011299435028248705,3.674
2018-08-03,3.54,3.58,3.5,3.51,9788486,3.55,3.54,1,3.0,0.20629742744489699,3.52,0.002849002849002913,3.646
2018-08-31,3.22,3.22,3.13,3.13,7306000,3.25,3.22,1,3.0,0.4659952038369304,3.16,0.009584664536741228,3.3
2019-11-28,6.91,6.91,6.78,6.82,13789032,6.97,6.86,1,3.0,0.28542413207267936,6.88,0.008797653958944274,7.23
2020-10-27,15.0,15.22,14.91,15.0,7452179,15.35,15.09,1,3.0,0.6778052144061701,15.2,0.013333333333333197,15.316
2021-06-15,12.65,12.77,11.8,12.07,13558692,12.83,12.77,1,3.0,0.39780832112569176,12.27,0.01657000828500399,12.537999999999998
2021-06-16,12.1,12.27,11.9,12.04,4871158,12.65,12.07,1,3.0,1.5347206098273642,12.32,0.023255813953488413,12.526
2021-07-28,11.49,11.59,10.91,10.93,8931537,11.96,11.56,1,3.0,0.23666022994555647,11.57,0.05855443732845389,11.326
2021-10-25,9.13,9.46,8.88,9.06,41571976,10.14,9.66,1,3.0,0.3668417828851438,9.18,0.013245033112582627,10.338
2022-01-26,8.11,8.21,7.96,8.01,16492230,8.56,8.11,1,3.0,0.4192718238663393,8.08,0.008739076154806513,8.517999999999999
2022-03-09,8.05,8.09,7.33,7.7,26760707,8.57,8.05,1,3.0,1.033889989270691,8.33,0.08181818181818179,7.808
