day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2017-11-02,4.2,4.29,4.13,4.22,203817510,4.35,4.21,-0.13472443568003434,0,1.0,76526484.58110017,,False,5.14,0.22380952380952368,0,9,0,5,-5,0.002375296912114022,8,0,1,0,1
2017-11-30,4.18,4.28,4.14,4.18,105691161,4.23,4.2,-0.16091868938891996,1,1.0,44144170.38075701,49778039.19396905,False,4.27,0.021531100478468845,0,19,0,5,-5,-0.004761904761904856,0,17,0,2,-2
2017-12-01,4.18,4.22,4.13,4.15,89832898,4.18,4.18,-0.15004341753800965,0,1.0,33003464.63726428,47542907.6713755,True,4.27,0.021531100478468845,0,20,0,6,-6,-0.007177033492822837,0,18,0,3,-3
2018-10-22,2.41,2.54,2.4,2.51,89809856,2.29,2.39,0.26596046605349977,0,1.0,17235188.497208197,7366757.238167503,False,2.55,0.058091286307053736,108,0,5,0,5,0.05020920502092041,95,0,2,0,2
2019-02-14,3.47,3.52,3.18,3.24,570595219,3.08,3.33,0.15737618656596353,0,0.0,221755196.5252749,10178672.617067566,False,3.63,0.04610951008645525,150,0,5,0,5,-0.027027027027026973,0,163,0,1,-1
2019-03-13,3.85,3.87,3.68,3.7,284041748,3.92,3.85,-0.20899159045492544,1,1.0,105601974.21972692,13854465.915253552,False,4.44,0.1532467532467534,0,187,0,5,-5,-0.038961038961038974,0,173,0,2,-2
2021-01-13,8.95,9.45,8.88,9.24,1281256388,8.1,8.6,0.30814974247292737,0,0.0,368218521.3112299,60764149.65285092,False,10.25,0.14525139664804487,367,0,5,0,5,0.07441860465116279,362,0,5,0,5
2021-03-08,9.25,9.51,8.93,9.06,650477742,8.48,8.94,0.4056264803436118,0,0.0,146571413.87429547,48507395.29985206,False,10.38,0.12216216216216225,385,0,5,0,5,0.013422818791946511,380,0,4,0,4
2021-08-10,7.84,7.93,7.72,7.84,383591462,7.7,7.88,0.049621478259595175,0,0.0,45115698.04496294,44915527.78546664,True,7.91,0.008928571428571397,438,0,5,0,5,-0.005076142131979711,0,452,0,1,-1
2021-09-01,7.1,7.2,7.0,7.19,346370085,7.15,7.13,0.3095520214072478,0,1.0,54822706.587092064,31748503.662876174,True,7.48,0.05352112676056353,448,0,5,0,5,0.008415147265077305,436,0,1,0,1
2021-11-08,6.19,6.22,6.08,6.18,109179237,6.21,6.19,-0.07553948528594978,1,1.0,69302170.31077346,28533259.33670773,False,6.61,0.06785137318255252,0,524,0,5,-5,-0.001615508885298933,0,486,0,2,-2
2021-11-09,6.18,6.28,6.15,6.23,106827107,6.19,6.18,-0.02154374828613248,0,2.0,44644641.60971203,28533259.33670773,False,6.61,0.06957928802589008,0,525,0,6,-6,0.008090614886731462,452,0,1,0,1
2021-12-16,6.43,6.45,6.37,6.41,123972965,6.41,6.41,-0.1618478748291352,0,0.0,146539739.73274687,14800276.32103986,False,6.4,-0.004665629860031051,0,542,0,5,-5,0.0,0,0,0,0,0
2022-03-09,5.06,5.13,4.75,4.99,230168590,5.17,5.04,0.31620085687791133,1,3.0,56851926.24566014,15248614.807350373,False,5.19,0.025691699604743157,502,0,5,0,5,-0.009920634920634885,0,525,0,6,-6
