day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-10-15,7.11,7.24,6.88,6.94,33682876,7.51,7.01,1,3.0,0.7078287480109808,7.03,0.012968299711815456,8.58
2018-12-19,6.79,6.84,6.67,6.7,11757638,6.86,6.75,1,3.0,0.931066409275904,7.2,0.07462686567164178,7.0680000000000005
2020-04-29,12.5,12.9,12.45,12.58,38754069,12.83,12.75,1,3.0,0.22679961221635025,14.09,0.12003179650238471,12.716
2020-09-11,10.81,10.93,10.69,10.88,24560672,11.5,10.9,1,3.0,0.27195794113249705,11.09,0.01930147058823528,11.61
2020-09-25,10.25,10.28,10.1,10.11,17591497,10.44,10.2,1,3.0,0.2281480211533271,10.49,0.03758654797230476,10.81
2020-10-28,9.77,9.84,9.33,9.53,45302908,10.08,9.99,1,3.0,0.5772828839817379,9.53,0.0,10.197999999999999
2020-10-29,9.3,9.48,9.28,9.37,23371853,9.77,9.53,1,3.0,1.4328615209596092,9.53,0.01707577374599789,10.186
2020-12-10,9.2,9.21,9.03,9.04,24794619,9.31,9.26,1,3.0,0.35752336505926285,9.1,0.006637168141592875,9.113999999999999
2021-07-09,7.58,7.62,7.45,7.54,23316339,7.72,7.58,1,3.0,0.8444492214179349,8.12,0.07692307692307687,7.572
2022-01-28,7.28,7.3,7.11,7.13,38587659,7.76,7.2,1,3.0,0.47747054963081514,8.03,0.1262272089761569,7.558
2022-03-09,7.6,7.64,7.05,7.38,48175793,7.63,7.53,1,3.0,0.21360630243277745,7.66,0.03794037940379402,7.65
2022-04-26,5.85,5.95,5.56,5.57,25906942,6.24,5.8,1,3.0,0.8073395049856575,5.82,0.044883303411131115,6.716
