day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2020-01-02,41.7,43.38,41.08,43.32,4153191,83019329.0,4900.0,5340916.0,0.04435872709739641,4153191.0,29982890.0,0.03045178549666477,51.67,41.48,0.23908872901678646,0.03884892086330938,0.04435872709739641,0.023944705011108347,1.1880504345237708,0.5260631540798728,2.2583798642993114
2020-08-10,55.15,58.51,54.02,57.35,13444194,203274311.0,453579.0,52822218.0,0.008617657404150547,13444194.0,62236922.0,0.0698302407457345,57.59,56.86,0.044242973708068956,0.03989120580235728,0.008617657404150547,0.09997984277363448,4.020222788863255,0.6861332537304632,5.859244930930775
2020-12-01,37.13,37.59,36.93,37.25,3194194,291475175.0,244979.0,3558780.0,0.0013440860215052641,3194194.0,-98921421.0,0.029901777191581345,39.96,37.2,0.07621869108537571,0.003231887961217206,0.0013440860215052641,0.03132797338508464,2.0522786592152773,0.9301915935803984,2.20629671712669
2021-01-20,34.01,35.73,33.68,35.11,7344278,349615322.0,13900.0,15540367.0,0.03264705882352947,7344278.0,-105407945.0,0.06097055024288503,35.79,34.0,0.05233754778006472,0.03234342840341076,0.03264705882352947,0.051004636785162205,1.5916298483017322,0.5890032061912249,2.702243097442488
2021-03-31,39.3,40.2,38.8,40.0,2066989,252094409.0,32068.0,4722800.0,0.01729399796541209,2066989.0,-101292109.0,0.05784479596264195,40.45,39.32,0.029262086513994978,0.01781170483460559,0.01729399796541209,0.02859350850077269,0.6752639100056077,0.2592422111305379,2.604760648587385
2021-04-27,41.41,44.49,40.8,44.49,8972434,248998321.0,87306.0,25599155.0,0.08300876338851038,8972434.0,-86163179.0,0.06690325362694831,46.59,41.08,0.12509055783627154,0.07437816952426957,0.08300876338851038,0.05280085767890652,1.2663458966681183,0.4986586379401281,2.539504583534685
2021-06-01,43.0,44.37,42.82,43.06,3922232,255805070.0,42832.0,9514096.0,0.006074766355140371,3922232.0,-81314505.0,0.05564133848535317,45.18,42.8,0.05069767441860473,0.0013953488372093759,0.006074766355140371,0.041374632602306116,2.0901465844592297,0.46764911482489735,4.469476191015238
2021-07-06,39.4,40.58,38.07,40.35,5038003,238902744.0,581473.0,8203757.0,0.024631792788217366,5038003.0,-83532792.0,0.041408131587730705,40.55,39.38,0.02918781725888331,0.02411167512690371,0.024631792788217366,0.03195673549655842,0.6363577659767472,0.3059650133801308,2.079838341471208
2021-08-04,33.79,34.58,32.14,33.92,14086690,238837644.0,824520.0,40031007.0,0.0071258907363420665,14086690.0,-52643460.0,0.08518468382657315,33.5,33.68,-0.008582420834566395,0.0038472920982539627,0.0071258907363420665,0.0999346832135859,2.8528721374663206,0.4654187492513584,6.12968889211116
2021-09-29,33.98,35.76,33.7,35.28,15816349,139849319.0,826313.0,17773141.0,0.04688427299703268,15816349.0,-40954528.0,0.03235587608685421,37.4,33.7,0.10064743967039447,0.038257798705120694,0.04688427299703268,0.07667731629392982,1.8505565806433313,0.660526003241547,2.8016407704794073
2022-04-14,27.43,29.16,27.32,28.71,7573971,135354756.0,637427.0,1254072.0,0.037960954446854656,7573971.0,-23311354.0,0.005863192336650412,29.39,27.66,0.07145461173897205,0.04666423623769589,0.037960954446854656,0.030526315789473735,1.4021755718465934,0.6799499057219363,2.0621748161841933
2022-05-11,27.0,29.3,26.84,27.87,6978385,129177495.0,650484.0,9174307.0,0.03876257920238557,6978385.0,-31147101.0,0.046835582961467455,,26.83,,0.03222222222222215,0.03876257920238557,0.0592183181997632,0.8734199390466069,0.3199526369733169,2.7298413518606117
