day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-11-24,5.85,5.91,5.8,5.87,8925096,-0.2595883521434583,0,19,0,5,-5.0,0.0034188034188034067,11,0,1,0,1.0,6.13,0.047863247863247915
2017-11-27,5.87,5.91,5.81,5.81,8746161,-0.02004852384781075,0,20,0,6,-6.0,-0.010221465076661107,0,17,0,1,-1.0,6.13,0.04429301533219765
2018-06-26,3.59,3.71,3.54,3.69,10706887,-0.03408523378866313,0,92,0,5,-5.0,0.016528925619834656,75,0,1,0,1.0,4.06,0.13091922005571033
2018-07-23,3.77,3.84,3.75,3.84,9354273,0.20634453711071243,88,0,5,0,5.0,0.018567639257294433,84,0,2,0,2.0,4.03,0.06896551724137945
2018-07-24,3.84,3.99,3.83,3.98,19298801,1.0631000399496573,89,0,6,0,6.0,0.03645833333333326,85,0,3,0,3.0,4.03,0.04947916666666674
2019-01-17,3.63,3.65,3.58,3.59,10141362,-0.22690470738080304,0,165,0,5,-5.0,-0.013736263736263798,0,154,0,2,-2.0,3.68,0.01377410468319562
2019-09-19,3.21,3.24,3.18,3.24,5522026,-0.12754678275306197,0,252,0,5,-5.0,0.006211180124223503,219,0,1,0,1.0,3.24,0.009345794392523477
2019-09-20,3.22,3.24,3.21,3.23,4791703,-0.13225634939060416,0,253,0,6,-6.0,-0.0030864197530865445,0,227,0,1,-1.0,3.23,0.0031055900621117516
2019-09-23,3.22,3.22,3.15,3.17,4654700,-0.028591713635006122,0,254,0,7,-7.0,-0.018575851393188847,0,228,0,2,-2.0,3.23,0.0031055900621117516
2019-12-18,3.14,3.43,3.13,3.34,51206088,2.6461950745903593,251,0,5,0,5.0,0.06709265175718859,240,0,4,0,4.0,3.43,0.09235668789808926
2019-12-25,3.28,3.3,3.26,3.28,5536394,-0.43295294243806537,0,286,0,5,-5.0,-0.003039513677811634,0,258,0,1,-1.0,3.43,0.04573170731707332
2020-03-12,3.34,3.4,3.32,3.34,19486518,-0.4295279335935003,0,313,0,5,-5.0,-0.01764705882352946,0,280,0,2,-2.0,4.04,0.20958083832335328
2020-03-23,3.1,3.18,3.08,3.09,25352478,-0.15367762234897897,0,318,0,5,-5.0,-0.04334365325077405,0,284,0,1,-1.0,3.22,0.03870967741935494
2020-03-24,3.14,3.18,3.08,3.15,20853746,-0.17744742742701525,0,319,0,6,-6.0,0.01941747572815533,270,0,1,0,1.0,3.22,0.02547770700636942
2020-07-03,3.11,3.2,3.1,3.19,28453637,1.0217172893494197,309,0,5,0,5.0,0.029032258064516148,298,0,3,0,3.0,3.54,0.13826366559485526
2020-07-06,3.23,3.32,3.2,3.29,35051701,0.23188824683466658,310,0,6,0,6.0,0.03134796238244508,299,0,4,0,4.0,3.54,0.09597523219814241
2020-09-21,3.72,3.81,3.67,3.69,32150721,-0.3010432027791029,0,381,0,5,-5.0,0.0,0,0,0,0,0.0,3.67,-0.013440860215053863
2021-01-25,3.76,3.82,3.68,3.76,46592540,-0.05214159667005125,0,431,0,5,-5.0,-0.007915567282322011,0,375,0,3,-3.0,4.03,0.07180851063829796
2021-01-26,3.75,3.78,3.6,3.64,40103685,-0.13926811030263642,0,432,0,6,-6.0,-0.031914893617021156,0,376,0,4,-4.0,4.03,0.07466666666666666
2021-05-14,3.84,3.87,3.82,3.85,17494976,-0.03929442215058976,0,465,0,5,-5.0,0.0026041666666667407,398,0,1,0,1.0,4.09,0.06510416666666674
2021-05-17,3.86,3.88,3.83,3.86,17202845,-0.016697993755464435,0,466,0,6,-6.0,0.0025974025974024872,399,0,2,0,2.0,4.09,0.059585492227979264
2021-10-08,4.14,4.33,4.13,4.19,31220491,-0.049809875181007324,0,517,0,5,-5.0,0.014527845036319764,444,0,2,0,2.0,4.25,0.026570048309178862
2021-10-11,4.17,4.25,4.11,4.13,24846047,-0.2041750080099637,0,518,0,6,-6.0,-0.014319809069212486,0,452,0,1,-1.0,4.22,0.011990407673860837
