day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2017-12-01,6.55,6.63,6.51,6.61,6000625,442348981,0,19294238,0.007621951219512368,6000625.0,20901211.0,0.4894020393930934,6.77,6.56,0.03358778625954195,0.009160305343511421,0.007621951219512368,0.015479876160990669,2.0404084503626088,0.4891320439589957,4.171487997080923
2018-03-26,5.4,5.54,5.31,5.54,5646352,476361216,0,10883524,0.0072727272727273196,5646352.0,17314330.0,0.3553054324580733,5.8,5.5,0.07407407407407396,0.025925925925925908,0.0072727272727273196,0.05335628227194489,1.5343724918805943,0.4570731441971787,3.356951751290544
2018-06-20,4.13,4.24,4.1,4.21,4325808,431861743,25800,3450796,0.01690821256038655,4325808.0,-1330238.0,0.1913004499475175,4.35,4.14,0.0532687651331718,0.01937046004842613,0.01690821256038655,0.0960698689956333,1.7687313374941627,0.46320044519243386,3.8185009445734748
2018-07-09,4.1,4.23,4.1,4.21,2676352,426024141,0,4713150,0.02682926829268295,2676352.0,-8936807.0,0.42281756788994235,4.38,4.1,0.06829268292682933,0.02682926829268295,0.02682926829268295,0.021226415094339535,0.9546105332469108,0.4257485288088083,2.242193380956108
2018-11-13,3.98,4.22,3.98,4.18,13106782,392808511,75800,22406452,0.034653465346534684,13106782.0,40592689.0,0.41695881511441385,4.4,4.04,0.1055276381909549,0.05025125628140703,0.034653465346534684,0.03324808184143224,3.203679947746571,0.5977387021604299,5.359666249094108
2019-02-26,4.48,4.63,4.42,4.51,26801098,410520935,0,58536248,0.011210762331838486,26801098.0,187196948.0,0.4826737846081872,5.11,4.46,0.140625,0.006696428571428381,0.011210762331838486,0.037209302325581506,1.1772494014851285,0.4172767123525618,2.8212679179912086
2019-07-23,4.05,4.1,4.05,4.09,1450018,446714732,0,976288,0.007389162561576512,1450018.0,350439510.0,0.16522545051207196,4.25,4.06,0.04938271604938271,0.009876543209876631,0.007389162561576512,0.024038461538461675,1.290270501932751,0.32101721848148324,4.019318677160539
2020-03-26,3.58,3.66,3.52,3.61,8609140,332623784,0,7449325,0.002777777777777768,8609140.0,464898929.0,0.24102533950718685,3.97,3.6,0.1089385474860336,0.008379888268156277,0.002777777777777768,0.036414565826330514,0.6507089916625197,0.29339289702771254,2.2178757504175595
2020-04-22,3.44,3.51,3.43,3.51,2241975,323977550,800,1620706,0.014450867052023142,2241975.0,460009592.0,0.20832625155883397,3.54,3.46,0.029069767441860517,0.02034883720930236,0.014450867052023142,0.02506963788300831,1.2892981899015559,0.5413759622720022,2.3815209387774345
2020-06-01,3.54,3.61,3.53,3.59,8452094,298983686,0,5587797,0.01412429378531077,8452094.0,498440043.0,0.18518597210318286,3.66,3.54,0.033898305084745894,0.01412429378531077,0.01412429378531077,0.020172910662824117,2.9040082776493796,1.325983554450492,2.190078653617122
