day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2017-10-27,10.6,10.96,10.48,10.73,138558552,610923765,215800,256013344,0.04275996112730818,138558552.0,198141600.0,0.17235920443975752,11.51,10.29,0.08584905660377351,0.01226415094339628,0.04275996112730818,0.10053475935828882,4.8577702092440225,0.671248732277675,7.236915282894735
2017-12-21,10.22,10.53,10.09,10.45,37998267,631377041,235700,77147966,0.010638297872340274,37998267.0,459828312.0,0.19692553094531184,11.08,10.34,0.08414872798434425,0.02250489236790587,0.010638297872340274,0.03876739562624265,1.2172019346310803,0.33836770452009457,3.5972757398860877
2018-05-21,7.88,8.02,7.8,7.97,12823206,483573250,140800,20788184,0.02310654685494229,12823206.0,616023216.0,0.20494788910544073,8.43,7.79,0.06979695431472077,0.011421319796954377,0.02310654685494229,0.016971279373368064,0.975274383401012,0.2945586618239978,3.310968271521242
2018-07-24,6.28,6.7,6.23,6.5,27608763,420302011,142200,30844753,0.03503184713375784,27608763.0,612450320.0,0.17280878587757648,6.9,6.28,0.09872611464968162,0.03503184713375784,0.03503184713375784,0.04318936877076429,2.4633886021298617,0.9478171189453104,2.5990125657057273
2019-05-07,6.86,7.02,6.75,6.96,15004457,487630077,38000,7531724,0.0235294117647058,15004457.0,1389326016.0,0.07290715796182135,7.5,6.8,0.09329446064139946,0.014577259475218707,0.0235294117647058,0.07178217821782173,0.9902514550132497,0.4901620497055492,2.0202532113779816
2019-05-31,6.8,6.91,6.77,6.89,8696712,458918251,74500,6700215,0.013235294117647012,8696712.0,1389184962.0,0.11263608551038923,6.96,6.8,0.0235294117647058,0.013235294117647012,0.013235294117647012,0.026536312849162025,0.774609367486295,0.29756894179671967,2.6031257254510765
2019-06-12,6.84,6.96,6.76,6.86,7736400,445080011,156900,6617334,0.0014598540145986938,7736400.0,1394687961.0,0.12468666919004524,7.12,6.85,0.040935672514619936,0.0029239766081872176,0.0014598540145986938,0.04580152671755733,1.7139136084529825,0.774609367486295,2.212616681895867
2019-07-16,7.1,7.2,7.06,7.17,9690982,392956479,196900,5317375,0.01128349788434413,9690982.0,1487289669.0,0.07695555463942243,7.25,7.09,0.021126760563380254,0.009859154929577452,0.01128349788434413,0.0406732117812062,0.6725102967402854,0.32393157682372364,2.0760874976577246
2020-02-05,4.85,5.0,4.81,4.92,7205278,304864841,5000,3175040,0.014432989690721598,7205278.0,1511600955.0,0.08983787020647162,5.86,4.85,0.20824742268041252,0.014432989690721598,0.014432989690721598,0.09964412811387913,7.248590027175631,1.0757301103381356,6.738297977823798
2020-04-20,6.31,6.49,6.26,6.37,51479906,289337754,353500,45447639,0.009508716323296529,51479906.0,1807579148.0,0.138482020766796,6.66,6.31,0.05546751188589538,0.009508716323296529,0.009508716323296529,0.08047945205479445,6.883147740223789,0.7537389551135887,9.132004779010655
2020-05-15,5.96,6.01,5.87,5.97,9968892,296302611,99500,9754822,0.011864406779660941,9968892.0,1814886387.0,0.16473505038733754,6.17,5.9,0.03523489932885915,0.001677852348993314,0.011864406779660941,0.024822695035461084,0.8793162070290723,0.42053240911013945,2.090959431378273
2021-03-16,5.22,5.27,5.18,5.26,7880650,298417039,88000,7041994,0.009596928982725572,7880650.0,2074313030.0,0.1710201630381872,5.38,5.21,0.03065134099616862,0.00766283524904221,0.009596928982725572,0.03106796116504862,0.5819109794841999,0.2872940497792379,2.0254891458119344
2021-08-24,4.99,5.1,4.97,5.02,13557362,261907922,21800,12328222,0.001996007984031989,13557362.0,2213019132.0,0.18060334052734087,5.43,5.01,0.08817635270541069,0.006012024048096087,0.001996007984031989,0.027027027027027195,2.899885522892431,0.3914711602404537,7.407660684662521
2021-10-29,4.94,5.0,4.88,4.98,6670582,262962819,1900,3724833,0.01014198782961473,6670582.0,2332604141.0,0.11303583065584612,5.08,4.93,0.028340080971659853,0.00809716599190291,0.01014198782961473,0.042718446601941906,0.8975465472530402,0.3671336788358329,2.4447404283342418
2022-01-04,5.15,5.3,5.15,5.29,12617311,246715952,0,5960353,0.023210831721470093,12617311.0,2411749249.0,0.09041050159324301,5.36,5.17,0.040776699029126284,0.027184466019417375,0.023210831721470093,0.023762376237623783,0.5675668314051443,0.27943706577190497,2.031107898436172
2022-03-22,5.65,6.09,5.65,6.09,49267875,236431517,231000,18584705,0.09927797833935004,49267875.0,2560342007.0,0.06426192629495618,6.24,5.54,0.10442477876106193,0.07787610619469021,0.09927797833935004,0.0992063492063493,5.406445058609071,0.8884214866219853,6.0854505885104295
