day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2017-11-29,4.48,4.56,4.45,4.53,10218783,4.44,4.47,0.6397276957637998,0,0.0,1551908.6801402702,1517819.2048064398,True,4.67,0.04241071428571419
2018-03-01,4.0,4.12,3.98,4.1,12258597,3.98,4.0,0.9226119712447216,0,0.0,2779404.2957201255,1785854.2401572748,True,4.13,0.03249999999999997
2018-03-09,4.07,4.11,4.05,4.1,6245328,4.04,4.07,0.6444048672880935,0,0.0,1173268.1996999613,1418436.5341186712,True,4.13,0.014742014742014753
2018-03-23,3.92,3.97,3.66,3.69,16168809,3.99,3.96,3.0601868476416287,1,1.0,5372659.156107754,1000922.3033561013,True,3.91,-0.0025510204081632404
2018-06-07,3.94,3.97,3.75,3.78,15769066,3.92,3.94,0.9084659091734268,0,0.0,4329609.177223603,1390702.8933923088,True,3.82,-0.030456852791878153
2018-07-03,3.55,3.59,3.48,3.52,5902580,3.62,3.56,0.6461673615662433,1,1.0,969624.6689209404,1314875.7154653515,True,3.55,0.0
2018-08-29,3.44,3.44,3.36,3.37,7493770,3.43,3.44,1.974774771198501,0,0.0,1969653.782937333,808103.3468338851,True,3.41,-0.008720930232558044
2018-09-13,3.35,3.38,3.34,3.37,3780695,3.35,3.33,0.8063693871895574,0,0.0,855839.0072366683,719757.8926451232,True,3.92,0.17014925373134315
2018-11-28,3.84,4.0,3.83,3.99,21211757,3.87,3.81,2.774602640757349,0,0.0,6408139.02643152,1440006.0800097396,True,4.37,0.13802083333333348
2018-12-17,4.0,4.05,3.92,3.96,14227597,4.03,4.01,0.7085139554407227,1,1.0,2259365.936501655,1310747.5902656836,True,3.98,-0.0050000000000000044
2019-01-18,3.91,3.97,3.91,3.93,12644940,3.96,3.88,0.5513777146018277,0,0.0,2448623.896895768,1593424.9416502155,True,4.26,0.08951406649616356
2019-03-29,4.69,4.9,4.61,4.88,38108461,4.65,4.71,1.1372212590037094,0,1.0,9058759.188515149,2585703.107600737,True,5.57,0.187633262260128
2020-04-20,6.48,6.97,6.47,6.89,101203371,6.58,6.42,0.6213046399312077,0,2.0,17306083.251053754,15492555.293273378,True,7.7,0.18827160493827155
2020-06-09,5.92,6.19,5.9,6.13,95865891,5.88,5.86,1.8657178612571998,0,1.0,26429961.03192907,6410409.255590892,True,6.09,0.028716216216216228
2020-08-03,6.31,6.5,6.3,6.49,86114176,6.23,6.25,0.5417827296803348,0,0.0,15182725.469769415,12276167.630711481,True,6.68,0.058637083993660966
2020-08-11,6.39,6.68,6.37,6.47,136044726,6.16,6.35,1.0081121725201876,0,2.0,36460192.74797078,14413346.208657013,True,6.91,0.08137715179968708
2020-08-20,6.54,6.78,6.45,6.68,116980843,6.54,6.58,0.5184726684223344,0,0.0,25534835.17602591,13700888.610756343,True,6.91,0.05657492354740068
2020-09-09,6.28,6.39,6.25,6.29,62006938,6.24,6.25,0.765118304491823,0,1.0,12514805.106264042,7293312.232610987,True,6.3,0.0031847133757960666
2020-10-12,6.02,6.15,6.02,6.08,49677712,5.83,5.9,1.0921185195928889,0,0.0,13993836.6036243,5915274.1952793645,True,6.1,0.013289036544850585
2020-10-22,5.95,6.09,5.94,6.09,56813508,5.93,5.87,2.066899904371102,0,2.0,16769916.468570368,3128100.723278737,True,6.1,0.025210084033613356
2020-12-29,5.55,5.71,5.49,5.65,39946914,5.58,5.57,0.6051326584906667,0,0.0,6400374.158447859,6289999.188018671,True,6.05,0.09009009009009006
2021-03-09,5.21,5.34,5.14,5.23,43556111,5.2,5.17,0.8567417573191507,0,0.0,9757103.335753938,7228925.440738479,True,5.67,0.08829174664107486
2021-03-17,5.38,5.61,5.34,5.57,61780208,5.41,5.36,0.9807396957397856,0,0.0,12678298.814780723,6000077.488320351,True,5.67,0.05390334572490718
2021-04-22,4.96,5.03,4.94,4.98,20259651,4.92,4.92,0.5024541743582867,0,1.0,3032112.3731252425,3452408.511436512,True,5.44,0.09677419354838723
2021-04-26,4.93,4.94,4.86,4.87,18103620,4.97,4.93,0.5345433345095814,1,1.0,3547025.6978046494,3392385.680691607,True,5.52,0.1196754563894522
2021-05-06,5.0,5.14,4.99,5.1,46606189,4.92,4.91,2.26101755705813,0,1.0,15002216.70431713,3123686.122393838,True,5.52,0.10399999999999987
2021-06-07,5.23,5.24,5.1,5.12,20029341,5.25,5.23,0.515012276314655,1,2.0,2967014.1585601415,2962742.7670969917,True,5.77,0.10325047801147202
2021-10-28,4.46,4.5,4.27,4.31,65852953,4.61,4.5,0.5331907169034298,1,0.0,10566019.082401074,10455656.661231283,True,4.65,0.04260089686098656
2021-11-23,4.36,4.64,4.33,4.54,61117224,4.31,4.34,1.644586253169364,0,0.0,15795740.08934498,6221831.004130968,True,4.69,0.07568807339449535
2022-03-28,3.91,4.22,3.9,4.22,132591294,3.8,3.84,2.430649625033319,0,1.0,43640588.37961384,8720440.628289463,True,5.43,0.3887468030690535
