day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-11-29,16.97,17.08,16.73,16.99,2906388,-0.1711498261814386,0,20,0,5,-5.0,-0.0005882352941177782,0,14,0,1,-1.0,17.35,0.022392457277548683
2018-08-09,7.64,7.87,7.54,7.83,4538551,-0.0659351605550611,0,111,0,5,-5.0,0.01820546163849146,95,0,1,0,1.0,8.09,0.05890052356020936
2018-08-10,7.77,7.92,7.75,7.84,3507176,-0.2272476391694177,0,112,0,6,-6.0,0.0012771392081736277,96,0,2,0,2.0,8.09,0.041184041184041176
2018-08-13,7.81,8.02,7.65,7.97,3360478,-0.04182795502706449,0,113,0,7,-7.0,0.01658163265306123,97,0,3,0,3.0,8.09,0.035851472471190915
2018-08-14,7.92,8.04,7.79,7.83,3217315,-0.04260197507616481,0,114,0,8,-8.0,-0.0175658720200752,0,106,0,1,-1.0,8.09,0.02146464646464641
2018-10-08,7.06,7.09,6.84,6.88,4275626,-0.10861987442866206,0,132,0,5,-5.0,-0.03776223776223786,0,123,0,1,-1.0,6.96,-0.014164305949008416
2018-10-09,6.88,6.96,6.82,6.85,4023954,-0.058862023946902764,0,133,0,6,-6.0,-0.0043604651162790775,0,124,0,2,-2.0,6.89,0.0014534883720929148
2018-11-05,6.5,6.81,6.45,6.55,15078211,0.44153099960525277,117,0,5,0,5.0,0.026645768025078453,119,0,5,0,5.0,7.26,0.11692307692307691
2018-12-19,8.25,8.32,8.12,8.14,7855332,-0.3967185023952834,0,161,0,5,-5.0,-0.01927710843373498,0,147,0,2,-2.0,8.26,0.00121212121212122
2019-03-11,11.26,12.21,11.26,12.03,19119619,-0.11103798519253616,0,191,0,5,-5.0,0.07602862254025045,169,0,1,0,1.0,13.4,0.1900532859680284
2019-06-26,9.07,9.26,8.94,9.14,3385874,-0.21017093227558548,0,232,0,5,-5.0,0.009944751381215422,203,0,1,0,1.0,9.53,0.050716648291069255
2019-07-29,8.49,8.54,8.42,8.5,2764366,-0.11904706514842445,0,245,0,5,-5.0,0.0011778563015312216,212,0,1,0,1.0,8.64,0.017667844522968323
2019-08-28,8.03,8.07,7.91,7.96,4407150,-0.10176125842898154,0,256,0,5,-5.0,-0.013630731102850069,0,230,0,1,-1.0,9.44,0.17559153175591535
2019-08-29,7.96,7.99,7.86,7.89,4183760,-0.050688086405046295,0,257,0,6,-6.0,-0.008793969849246297,0,231,0,2,-2.0,9.44,0.18592964824120606
2020-01-08,11.76,13.1,11.75,12.36,35172969,0.9133963922929003,240,0,5,0,5.0,0.03778337531486131,268,0,5,0,5.0,13.38,0.1377551020408163
2020-04-07,12.1,12.15,11.95,12.03,10991253,-0.03341029113370686,0,339,0,5,-5.0,0.022959183673469274,296,0,1,0,1.0,13.04,0.07768595041322301
2020-04-08,11.96,12.1,11.89,11.96,7708798,-0.2986424750663096,0,340,0,6,-6.0,-0.005818786367414619,0,299,0,1,-1.0,13.04,0.09030100334448155
2021-01-20,12.71,12.86,12.55,12.68,5297134,-0.2767097557601982,0,451,0,5,-5.0,-0.009375000000000022,0,392,0,1,-1.0,14.95,0.17623918174665598
2021-09-07,29.66,29.75,28.49,29.18,23129677,-0.022948031261368462,0,536,0,5,-5.0,-0.009168081494057678,0,455,0,1,-1.0,30.13,0.015846257585974355
2022-03-29,19.15,19.33,18.6,18.69,4104690,-0.01503026161140264,0,607,0,5,-5.0,-0.02402088772845934,0,524,0,6,-6.0,19.18,0.0015665796344648264
