day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-06,25.06,25.49,24.1,24.44,8779669,26.47,26.1,1,3.0,0.29318833759379825,25.3,0.035188216039279796
2018-08-02,18.8,18.8,17.7,18.15,6229952,18.96,18.83,1,3.0,1.1933284279382201,18.25,0.005509641873278293
2018-08-06,17.87,18.1,17.33,17.49,2977914,18.12,17.85,1,3.0,0.22079677943033293,17.92,0.02458547741566619
2019-01-14,18.96,18.96,17.41,17.77,14940319,19.31,19.34,1,3.0,4.631296297482894,19.14,0.07709622960045026
2019-12-02,26.32,26.43,25.58,25.65,6594160,26.35,26.42,1,3.0,0.6894768692811162,26.74,0.04249512670565303
2020-09-07,41.88,42.98,40.53,40.88,12669182,41.92,41.55,1,3.0,0.2757807940198975,41.29,0.010029354207436336
2020-09-09,40.25,40.54,38.2,38.96,15924483,40.75,40.77,1,3.0,0.8443047064014797,41.11,0.05518480492813138
2020-12-11,40.18,40.5,38.5,38.54,18503069,40.25,39.87,1,3.0,0.5849178026643789,42.18,0.09444732745199791
2021-02-24,38.4,38.7,35.99,36.46,16562618,39.01,38.42,1,3.0,0.6114554425650238,37.14,0.018650575973669703
2021-03-01,35.32,35.4,34.38,34.8,12610054,35.66,35.09,1,3.0,0.25304019936469846,35.26,0.013218390804597746
2021-03-11,33.02,33.07,32.1,32.32,12416697,33.1,32.33,1,3.0,0.41300889817894126,32.77,0.013923267326732658
2021-03-15,31.95,32.19,30.94,31.5,11929396,32.49,32.17,1,3.0,0.3148394139376949,33.13,0.05174603174603187
2021-06-02,33.82,33.84,32.92,33.1,11727946,34.13,33.91,1,3.0,0.258163375540861,33.48,0.011480362537764188
2021-07-26,41.23,41.23,37.52,38.2,29702683,43.28,41.23,1,3.0,0.6250470441450384,38.95,0.01963350785340312
2022-04-11,21.79,21.8,21.31,21.35,16263303,23.22,22.64,1,3.0,0.4907214561445674,21.68,0.015456674473067755
2022-04-25,19.82,19.91,18.86,19.01,12229475,19.95,20.01,1,3.0,0.6001387718754445,19.81,0.042083114150446965
