day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2020-09-09,63.07,63.07,59.71,60.45,2431958,65.33,64.1,1,3.0,0.2901613419182887,62.88,0.04019851116625306,70.68
2020-10-19,62.9,63.3,61.17,61.53,1158320,63.2,62.75,1,3.0,0.23435108972255025,65.1,0.058020477815699634,60.624
2020-12-11,57.1,58.37,56.35,56.54,1886787,58.05,57.1,1,3.0,0.20835724276440848,61.78,0.0926777502652989,57.364
2021-03-08,55.3,55.48,51.16,51.18,1830619,56.12,55.0,1,3.0,0.2775515872572776,51.18,0.0,58.949999999999996
2021-04-09,48.88,48.88,47.21,47.48,1027036,48.9,48.61,1,3.0,0.2214898561618257,48.5,0.02148272957034547,48.594
2021-07-05,43.52,43.55,39.4,39.4,4283922,44.65,43.78,1,3.0,2.748835687045279,39.87,0.01192893401015227,44.896
2021-07-19,38.04,38.04,34.29,36.3,5553364,38.36,38.05,1,3.0,4.538233545952458,36.6,0.00826446280991755,38.892
2021-07-28,33.0,33.04,31.34,32.14,2847398,33.69,33.1,1,3.0,0.5106104623402861,34.38,0.06969508400746749,35.4
2021-08-31,32.1,32.36,31.5,31.71,1054918,32.51,32.19,1,3.0,0.23382222222222215,33.19,0.046672973825291564,33.082
2021-10-08,36.63,37.65,35.28,37.2,5458746,38.65,38.61,1,3.0,0.4491902315945073,39.49,0.061559139784946204,32.901999999999994
2022-02-21,36.85,37.38,36.61,36.66,852037,36.9,37.03,1,3.0,0.4969605290436383,36.8,0.003818876159301654,36.876000000000005
2022-03-09,31.6,32.17,29.39,30.5,2016689,32.9,31.59,1,3.0,0.20552931316674505,31.68,0.03868852459016403,35.658
2022-04-11,25.52,26.38,24.85,25.06,2101158,25.88,25.46,1,3.0,0.6124353079128475,26.91,0.07382282521947325,26.932
