day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum
2018-01-12,42.88,44.0,42.61,43.31,1954431,43.0,43.02,-0.24443015767592502,0,1.0,962247.9234613605,303675.5887204332,False,45.99,0.07252798507462677,0,36,0,5,-5,0.00674105067410502,35,0,1,0,1
2018-06-04,58.1,60.21,56.6,58.84,4018953,61.3,58.51,-0.023177861485535578,0,1.0,1491513.6664674915,451556.7226060805,False,62.97,0.0838209982788296,0,83,0,5,-5,0.00564006152794394,87,0,1,0,1
2018-06-27,53.86,54.69,52.8,53.0,1347425,54.59,54.26,-0.29819640760729726,1,1.0,1406486.4953698274,748206.5020959325,False,57.28,0.06349795766802835,0,93,0,5,-5,-0.023221525985993363,0,79,0,2,-2
2018-07-04,53.2,53.29,48.31,48.31,8048571,56.42,53.68,0.3339240655280169,1,0.0,2564621.6283017853,622389.65310276,False,53.25,0.0009398496240600185,84,0,5,0,5,-0.10003725782414308,0,82,0,2,-2
2018-11-09,32.98,32.98,32.34,32.58,1421997,33.78,33.03,-0.39107968394313997,1,0.0,1129679.5498772191,478871.8952547498,False,33.66,0.020618556701030855,0,140,0,5,-5,-0.013623978201634968,0,136,0,2,-2
2018-12-19,31.17,31.45,30.88,30.89,1274456,31.25,31.05,-0.20381631605054273,1,2.0,804304.5346924237,491686.3938062773,False,31.17,0.0,0,156,0,5,-5,-0.005152979066022523,0,151,0,4,-4
2019-01-30,24.45,24.8,24.11,24.12,2040459,24.87,24.51,-0.2543457478764597,1,2.0,1589127.0675829204,434579.03272105736,False,28.86,0.18036809815950927,0,173,0,5,-5,-0.01591187270501837,0,169,0,3,-3
2019-04-22,33.84,33.99,32.9,32.9,4722686,33.78,33.96,-0.12459104395056453,0,1.0,1188000.3068108554,835901.2923805529,False,33.45,-0.01152482269503552,0,204,0,5,-5,-0.03121319199057726,0,192,0,1,-1
2019-04-23,32.94,33.45,32.33,32.43,4167594,33.84,32.9,-0.11753735056702896,1,1.0,1227294.5364272534,1038182.7303608602,False,33.1,0.004857316332726347,0,205,0,6,-6,-0.014285714285714235,0,193,0,2,-2
2019-04-24,32.46,33.08,32.1,32.83,3621292,32.94,32.43,-0.13108330609939456,0,1.0,1113895.0557387292,1108511.3433748872,False,33.1,0.019716574245224994,0,206,0,7,-7,0.012334258402713516,180,0,1,0,1
2020-02-11,15.05,15.05,14.65,14.82,7628677,15.48,15.06,-0.24364999489895722,1,1.0,2396016.389504086,1141433.3426001638,False,16.88,0.1215946843853819,0,309,0,5,-5,-0.015936254980079667,0,292,0,2,-2
2020-02-12,14.7,14.98,14.63,14.97,6737240,15.05,14.82,-0.11685342032438917,0,2.0,2779038.802058094,1165391.7282288263,False,16.88,0.14829931972789123,0,310,0,6,-6,0.010121457489878471,268,0,1,0,1
2020-03-11,14.6,15.45,14.6,15.2,14023403,14.55,14.59,1.283906519361671,0,3.0,3913109.3405586644,1045330.6823565783,True,15.5,0.06164383561643838,270,0,5,0,5,0.041809458533241806,278,0,1,0,1
2021-02-02,18.83,19.01,18.03,18.15,17225734,17.92,18.79,-0.2260381744391139,0,2.0,8649138.89433513,3448032.7777540116,False,20.07,0.06585236325013288,0,436,0,5,-5,-0.034060670569451834,0,413,0,1,-1
2021-02-03,18.19,18.55,17.88,17.94,13852159,18.83,18.15,-0.1958450652959114,1,1.0,5454017.024161968,3448032.7777540116,False,20.07,0.10335349092908186,0,437,0,6,-6,-0.01157024793388417,0,414,0,2,-2
2021-05-11,16.74,16.96,16.48,16.78,7014561,16.92,16.73,-0.3230924922930005,0,1.0,3054212.7127470584,1741890.3854541979,False,22.34,0.33452807646356053,0,471,0,5,-5,0.002988643156007109,414,0,1,0,1
2021-05-12,16.82,17.0,16.52,16.92,5788959,16.74,16.78,-0.17472255213120247,0,1.0,2562626.7922897176,1741890.3854541979,False,22.34,0.328180737217598,0,472,0,6,-6,0.008343265792610355,415,0,2,0,2
2021-09-14,30.74,31.37,29.85,30.06,19305196,31.86,30.82,-0.06438923726566959,1,1.0,7350130.687954643,3786633.622834569,False,31.3,0.018217306441119074,0,518,0,5,-5,-0.024659312134977296,0,490,0,2,-2
2021-09-15,29.35,29.68,28.57,29.34,18845243,30.74,30.06,-0.02382534733136099,1,1.0,4346210.422836333,3786633.622834569,False,31.3,0.06643952299829636,0,519,0,6,-6,-0.0239520958083832,0,491,0,3,-3
2021-12-15,34.13,34.28,33.05,33.27,20431392,34.61,34.12,-0.20206267001634315,1,1.0,11675536.770721454,1540084.5496402585,False,46.94,0.3753296220334015,0,553,0,5,-5,-0.024912075029308145,0,522,0,4,-4
2022-01-11,41.54,42.6,40.8,41.0,20837861,42.43,41.48,-0.23303840682044596,1,1.0,7186845.8746887455,4170724.207906224,False,41.35,-0.00457390467019736,0,563,0,5,-5,-0.011571841851494624,0,530,0,2,-2
