day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-10-19,5.8,5.8,5.7,5.71,3567208,5.81,5.78,1,3.0,0.7790673781856265,5.77,0.010507880910682887
2017-11-27,5.04,5.08,5.01,5.05,3039865,5.1,5.06,1,3.0,0.35914800884916187,5.14,0.017821782178217838
2019-08-06,4.08,4.11,3.96,4.05,4802993,4.21,4.15,1,3.0,0.6332960969845358,4.08,0.007407407407407529
2020-12-31,10.3,10.54,10.02,10.29,19656237,10.35,10.33,1,3.0,0.571369208393933,11.3,0.09815354713313917
2021-01-29,8.97,9.03,8.41,8.57,14159966,9.0,8.9,1,3.0,0.3584504647907214,9.54,0.11318553092182015
2021-08-20,10.32,10.39,10.1,10.12,10293326,10.37,10.31,1,3.0,0.3227265834821831,9.34,-0.07707509881422914
2021-08-23,9.11,9.34,9.11,9.11,43492273,10.32,10.12,1,3.0,3.225288599622707,9.19,0.008781558726673966
2021-09-29,8.24,8.28,8.08,8.08,6329553,8.33,8.28,1,3.0,0.35834080151629877,8.68,0.07425742574257432
2022-04-20,6.9,7.01,6.76,6.78,9245493,6.94,6.91,1,3.0,0.2711060755355581,6.83,0.007374631268436627
2022-04-21,6.76,6.83,6.4,6.46,13278298,6.9,6.78,1,3.0,0.4361914502558166,6.56,0.015479876160990669
2022-04-25,6.27,6.27,5.66,5.66,21202291,6.49,6.29,1,3.0,0.8883418534067618,6.01,0.06183745583038869
