day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-03-26,9.92,10.28,9.92,10.21,1806132,10.8,10.29,1,3.0,0.6743987356163845,10.72,0.04995102840352583,10.512
2018-04-20,9.98,10.04,9.2,9.37,3264500,10.14,10.03,1,3.0,0.785317244709421,10.17,0.08537886872998945,10.287999999999998
2018-06-19,9.37,9.56,8.7,9.38,3471606,9.46,9.52,1,3.0,1.6964603985918192,9.28,-0.0106609808102347,9.536
2018-06-20,9.01,9.28,9.01,9.09,957800,9.37,9.38,1,3.0,0.8964306784660767,9.19,0.011001100110010986,9.516
2018-10-12,6.99,6.99,6.36,6.5,3957200,7.6,6.98,1,3.0,1.3683981743099327,6.65,0.023076923076923217,7.93
2019-08-05,6.87,6.94,6.8,6.81,1195846,7.03,6.9,1,3.0,1.344639941955378,6.74,-0.010279001468428639,7.192
2019-08-07,6.55,6.6,6.44,6.51,1743201,6.74,6.55,1,3.0,0.9356037483087287,6.55,0.006144393241167334,7.158
2020-02-03,7.43,7.95,7.29,7.56,6909639,8.55,8.1,1,3.0,0.4487494581771754,9.45,0.25,7.738
2020-08-12,8.24,8.26,7.9,8.04,6299900,8.57,8.26,1,3.0,0.7228686586546118,8.27,0.028606965174129417,8.18
2022-04-22,7.15,7.19,7.0,7.16,1873005,7.44,7.17,1,3.0,0.5085902401425344,7.15,-0.0013966480446927498,7.324
