day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-22,8.79,8.8,8.49,8.61,6679291,8.8,8.76,1,3.0,0.5874001709250583,8.73,0.013937282229965264
2018-02-06,7.06,7.06,6.43,6.43,6387084,7.13,7.14,1,3.0,2.1638022587675847,6.66,0.03576982892690528
2018-05-30,6.61,6.77,6.32,6.42,4432600,6.89,6.85,1,3.0,0.5348337950138504,6.63,0.032710280373831724
2019-07-22,11.25,11.38,10.43,10.56,21257865,11.34,11.25,1,3.0,1.1188322805719348,11.68,0.10606060606060597
2019-08-02,10.68,10.74,10.48,10.65,16724247,11.05,11.0,1,3.0,0.6519492842070389,11.05,0.03755868544600949
2020-01-17,9.94,10.0,9.78,9.81,9373153,9.97,9.96,1,3.0,0.2945895107780103,9.98,0.017329255861366022
2020-02-04,7.7,8.19,7.7,7.89,23491088,8.55,8.55,1,3.0,18.748707860445567,8.35,0.0583016476552598
2020-04-28,8.06,8.1,7.49,7.81,11002238,8.22,8.06,1,3.0,0.575251194298636,8.2,0.049935979513444195
2020-08-25,8.33,8.36,8.15,8.21,9860301,8.35,8.33,1,3.0,0.8374168645494282,8.24,0.0036540803897684437
2020-10-27,7.56,7.66,7.55,7.59,2610182,7.61,7.61,1,3.0,0.245791332569683,7.63,0.005270092226614009
2022-03-07,9.83,10.05,9.68,9.7,6218120,9.95,9.88,1,3.0,0.5038698870498937,9.85,0.015463917525773141
2022-03-09,9.5,9.63,8.65,9.11,8998695,9.7,9.43,1,3.0,0.41603400107445365,9.48,0.040614709110867286
2022-04-25,7.72,7.72,7.02,7.02,8421292,7.98,7.8,1,3.0,0.2561982830016205,6.99,-0.004273504273504147
