day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-07-25,6.28,6.43,6.21,6.24,73632583,2860219435,307500,100288134,-0.006369426751592355,-73632583.0,948998798.0,0.2155075237943424,0.2680219798206407,1.0,6.43,0.12142857142857144,0.8403432850983346
2018-08-02,5.97,5.97,5.56,5.72,68457769,2900544010,406000,79957707,-0.041876046901172526,-68457769.0,844466758.0,0.20259945736314078,0.37502217336867016,1.0,6.43,0.05626134301270436,0.36114630504123624
2018-10-30,4.51,4.81,4.51,4.73,122335228,2365723181,704293,114623293,0.030501089324618924,122335228.0,522181028.0,0.20106451410680876,0.2939922254201484,1.0,4.81,0.06329113924050622,0.3700450835796465
2018-12-14,4.99,4.99,4.81,4.81,49621707,2303749276,296708,44903335,-0.03413654618473916,-49621707.0,764075259.0,0.18467615228084247,0.24866398555777258,1.0,5.05,0.05021834061135366,0.3506966758452079
2019-03-06,6.2,6.26,6.05,6.22,283715054,2636091441,945600,314691388,-0.00797448165869219,-283715054.0,2357915676.0,0.18020814677754934,0.26305228768195626,1.0,6.34,0.07378335949764514,0.3609127958592986
2019-04-23,7.19,7.19,6.62,6.78,361631274,2823057846,1513944,426839428,-0.06353591160220995,-361631274.0,4101901162.0,0.17093652267813872,0.2618019944721416,1.0,7.58,0.24521739130434783,0.5649388235160455
2019-06-24,5.24,5.32,5.21,5.23,80724326,2240777931,1261684,99952105,-0.013207547169811207,-80724326.0,3482174917.0,0.23517391102886126,0.23517391102886126,1.0,5.32,0.04588910133843194,0.6092927111800104
2019-06-28,5.2,5.26,5.11,5.14,57339709,2234347566,1481084,48774385,-0.007722007722007707,-57339709.0,3361695468.0,0.16405427683164417,0.26473571721938405,1.0,5.32,0.10282258064516125,0.2889244160065656
2019-10-29,5.27,5.29,5.09,5.1,93352095,2104420176,1056738,69938537,-0.035916824196597474,-93352095.0,4428992538.0,0.14435276823014345,0.20915126492301672,1.0,5.38,0.0663900414937757,0.2826652627706898
2020-04-08,3.1,3.2,3.07,3.17,109742432,914566557,2542600,10851972,0.01602564102564097,109742432.0,5316093323.0,0.031542531032897524,0.03982059090934135,1.0,3.29,0.12500000000000022,0.4508602691207979
2020-07-02,2.64,2.71,2.62,2.7,84388363,774432776,531800,6711290,0.022727272727272707,84388363.0,5301349576.0,0.02984188343963601,0.06610639179048614,1.0,2.8,0.11258278145695355,0.8831761589742613
2020-08-18,3.17,3.52,3.15,3.52,416179453,792212949,470100,68124800,0.09999999999999987,416179453.0,7716644833.0,0.049082736400267696,0.10193609387975468,1.0,3.52,0.21153846153846145,1.7190044122854982
2020-12-03,2.85,2.91,2.78,2.79,288882104,645743743,400000,14831320,-0.04778156996587035,-288882104.0,6973127351.0,0.01804583142484786,0.041224274703374884,1.0,2.93,0.12109375,2.824942074603532
2021-04-26,1.97,1.98,1.93,1.93,31438175,481437656,330000,2329473,-0.020304568527918843,-31438175.0,6837190980.0,0.0379012551320203,0.03920226580825825,1.0,2.17,0.02020202020202011,0.5288163105133603
2022-02-21,2.1,2.15,2.09,2.14,44980596,365409507,292500,3468590,0.02392344497607679,44980596.0,9302349251.0,0.03637407024332372,0.05360406398136186,1.0,2.15,0.03883495145631066,0.584406820401866
