day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-11-24,13.65,13.79,13.3,13.41,6968963,-0.285087402093949,0,48,0,5,-5.0,-0.012518409425625876,0,53,0,2,-2.0,19.26,0.4109890109890111
2018-03-20,16.18,16.59,16.11,16.27,10965945,-0.06843297169163776,0,87,0,5,-5.0,-0.009135200974421553,0,92,0,1,-1.0,16.59,0.025339925834363397
2018-07-18,11.52,11.6,11.35,11.43,8752899,-0.1440654339358649,0,132,0,5,-5.0,-0.01380500431406384,0,137,0,1,-1.0,13.68,0.1875
2018-10-29,11.61,11.87,11.52,11.59,5577167,-0.23541484734116858,0,173,0,5,-5.0,-0.015293118096856406,0,170,0,3,-3.0,12.7,0.09388458225667518
2019-01-15,9.3,9.55,9.3,9.47,13658101,-0.20408422169534512,0,206,0,5,-5.0,0.008519701810436597,159,0,1,0,1.0,9.85,0.05913978494623651
2019-01-16,9.48,9.53,9.33,9.37,10978170,-0.19621549145082473,0,207,0,6,-6.0,-0.010559662090813271,0,196,0,1,-1.0,9.85,0.039029535864978815
2019-03-08,11.65,11.89,11.01,11.09,33155595,-0.1098098270559742,0,225,0,5,-5.0,-0.07196652719665264,0,209,0,2,-2.0,17.25,0.4806866952789699
2019-03-28,15.04,15.38,14.2,14.5,50144482,-0.20206009223481802,0,233,0,5,-5.0,-0.05721716514954489,0,213,0,1,-1.0,16.83,0.11901595744680837
2019-03-29,13.96,14.87,13.96,14.63,42596645,-0.15052178622565093,0,234,0,6,-6.0,0.008965517241379395,188,0,1,0,1.0,16.83,0.20558739255014302
2019-04-16,14.7,15.17,14.55,15.16,21775988,-0.06117405474432647,0,240,0,5,-5.0,0.025710419485791558,194,0,1,0,1.0,16.7,0.1360544217687074
2019-04-17,15.13,15.26,14.94,15.08,21291470,-0.02225010410549455,0,241,0,6,-6.0,-0.00527704485488123,0,219,0,1,-1.0,16.7,0.10376734963648371
2019-10-22,11.33,11.38,11.2,11.38,8857328,-0.3159956188890657,0,311,0,5,-5.0,0.006189213085764811,253,0,1,0,1.0,11.66,0.029126213592232997
