day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2019-12-24,11.21,11.27,11.05,11.23,10517913,-0.22267873862433984,0,336,0,5,-5.0,0.0035746201966042612,276,0,1,0,1.0,12.51,0.1159678858162354
2019-12-25,11.18,11.25,11.11,11.21,8772812,-0.16591704076654756,0,337,0,6,-6.0,-0.0017809439002670624,0,299,0,1,-1.0,12.51,0.11896243291592135
2020-03-10,10.72,11.24,10.72,11.18,24523038,-0.14373471103736224,0,364,0,5,-5.0,0.02100456621004576,300,0,1,0,1.0,11.35,0.058768656716417844
2020-03-11,11.19,11.35,11.01,11.09,22663197,-0.07584056265785666,0,365,0,6,-6.0,-0.00805008944543828,0,322,0,1,-1.0,10.98,-0.018766756032171483
2020-03-12,10.81,10.98,10.72,10.74,16560969,-0.2692571573198609,0,366,0,7,-7.0,-0.03155996393146976,0,323,0,2,-2.0,10.7,-0.010175763182238784
2020-05-26,10.3,10.58,10.18,10.45,27868673,-0.26338779774314214,0,395,0,5,-5.0,0.025515210991167825,323,0,1,0,1.0,10.47,0.01650485436893212
2020-05-27,10.41,10.47,10.1,10.12,24701076,-0.11366156544303352,0,396,0,6,-6.0,-0.03157894736842104,0,350,0,1,-1.0,10.3,-0.01056676272814594
2020-05-28,10.04,10.12,9.77,9.91,23136336,-0.06334703799947827,0,397,0,7,-7.0,-0.02075098814229237,0,351,0,2,-2.0,10.3,0.02589641434262968
2020-05-29,9.84,9.92,9.75,9.89,13150380,-0.43161354503150373,0,398,0,8,-8.0,-0.0020181634712411745,0,352,0,3,-3.0,10.3,0.04674796747967491
2020-07-07,10.42,10.52,10.16,10.29,33956493,0.0890906936761684,309,0,5,0,5.0,-0.0029069767441861627,0,364,0,1,-1.0,11.38,0.09213051823416518
2020-07-08,10.3,10.84,10.27,10.74,48724573,0.43491181495097275,310,0,6,0,6.0,0.04373177842565612,337,0,1,0,1.0,11.38,0.10485436893203892
2020-07-09,10.74,11.23,10.5,10.95,48846151,0.0024952091422125733,311,0,7,0,7.0,0.019553072625698276,338,0,2,0,2.0,11.38,0.059590316573556956
2020-08-27,11.19,11.24,10.95,11.13,22574875,-0.3476749982395074,0,430,0,5,-5.0,0.0,0,0,0,0,0.0,11.65,0.04110813226094745
2020-08-28,11.05,11.25,10.95,11.25,22292047,-0.012528441464238482,0,431,0,6,-6.0,0.010781671159029615,357,0,1,0,1.0,11.65,0.05429864253393668
2021-06-04,8.26,8.26,8.21,8.24,4574620,-0.04916525363311397,0,531,0,5,-5.0,-0.00121212121212122,0,475,0,1,-1.0,8.28,0.002421307506053294
2021-06-07,8.24,8.27,8.21,8.26,4045129,-0.11574535152646559,0,532,0,6,-6.0,0.0024271844660193054,435,0,1,0,1.0,8.28,0.004854368932038833
2021-12-23,9.61,9.61,8.5,8.52,65097910,2.3915055115817903,473,0,5,0,5.0,-0.04161979752530942,0,537,0,1,-1.0,8.6,-0.10509885535900099
2022-04-15,8.75,8.98,8.57,8.66,34247763,-0.1025699568173003,0,646,0,5,-5.0,-0.031319910514541305,0,577,0,1,-1.0,8.56,-0.021714285714285686
2022-04-18,8.54,8.56,8.25,8.34,23862792,-0.3032306372827913,0,647,0,6,-6.0,-0.036951501154734445,0,578,0,2,-2.0,8.47,-0.008196721311475197
2022-04-19,8.4,8.47,8.22,8.39,19881520,-0.16684015851958978,0,648,0,7,-7.0,0.00599520383693064,532,0,1,0,1.0,8.43,0.0035714285714285587
