day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-01-08,7.15,7.28,7.0,7.18,57788181,882292873,693216,98091010,0.0027932960893854997,57788181.0,602854773.0,0.23773436811720844,0.23773436811720844,1.0,7.55,0.012587412587412583,0.21695347386772834
2018-02-26,7.47,7.55,7.4,7.48,69550070,851937497,646900,115931572,0.013550135501354976,69550070.0,1009901428.0,0.22299388629425956,0.27923024501787347,1.0,7.74,0.02796271637816239,0.5570273939879666
2019-01-29,5.42,5.57,5.36,5.43,14333431,442552988,556492,9232065,-0.003669724770642313,-14333431.0,1163370360.0,0.1178578534892291,0.2528286440376791,1.0,5.57,0.02123893805309729,0.2527086450971152
2019-10-21,5.71,5.87,5.71,5.79,14054244,983932638,423200,8486619,0.005208333333333481,14054244.0,1907031901.0,0.10429143721280787,0.20434781709879188,1.0,6.05,0.015228426395939021,0.5595161275020013
2020-06-12,4.12,4.17,4.09,4.17,31717888,659715126,509200,6519376,0.0,31717888.0,2047112708.0,0.04976817511803918,0.1514927319524292,1.0,4.32,0.03605769230769207,0.37014715631248607
2020-06-19,4.23,4.31,4.23,4.25,42931063,680914737,865000,13542551,0.004728132387706863,42931063.0,2110539058.0,0.07387559006496573,0.25931665900463624,1.0,4.31,0.02713987473903967,0.6126164378494676
2020-11-02,4.19,4.21,4.13,4.15,16823833,641827215,966100,7331619,-0.007177033492822837,-16823833.0,2055949828.0,0.10450543668547407,0.19130560897229992,1.0,4.33,0.06881720430107507,0.34734187207660727
2021-01-06,4.69,4.7,4.59,4.66,48111360,743342591,2153099,45309521,-0.006396588486140775,-48111360.0,2420108011.0,0.20274778534610613,0.20274778534610613,1.0,4.76,0.08742004264392311,0.29552889057728815
2021-08-19,5.2,5.23,5.1,5.11,31338776,574761256,617771,18781316,-0.015414258188824692,-31338776.0,3260588968.0,0.11603090077668883,0.1806740810557041,1.0,5.23,0.027491408934708028,0.5280206893021424
2021-12-07,5.7,5.73,5.49,5.6,142872268,608275303,1990697,78856242,-0.034482758620689724,-142872268.0,3957926360.0,0.09838418133737929,0.19946803214469938,1.0,5.86,0.0875912408759123,0.934658421593531
2022-02-25,5.65,5.73,5.6,5.65,30896349,446327387,436100,9152138,0.008928571428571619,30896349.0,4116805016.0,0.05228961974401693,0.12022394119456783,1.0,6.1,0.12754158964879836,0.6324380438895016
2022-05-11,6.21,6.22,6.0,6.01,60075750,469797464,522500,36329725,-0.032206119162640934,-60075750.0,4878076827.0,0.0989741313566527,0.17094122183820026,1.0,6.45,,0.5597586504760264
