day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-08-11,16.06,16.29,15.76,15.81,2104224,16.15,16.08,1,3.0,0.2741359171802935,16.49,0.043010752688172005
2018-04-18,15.96,15.96,15.0,15.67,3447482,16.0,15.75,1,3.0,0.5234116113956644,15.93,0.01659221442246328
2018-05-29,16.07,16.32,15.9,15.9,1786700,16.1,16.14,1,3.0,0.22125685491670888,15.88,-0.0012578616352201255
2018-05-30,15.67,15.88,15.1,15.28,2487900,16.07,15.9,1,3.0,0.39245536463871944,15.73,0.02945026178010468
2018-06-19,14.25,14.25,13.01,13.07,2652916,14.87,14.46,1,3.0,0.5711580032099306,13.45,0.029074215761285327
2019-06-06,20.45,20.6,19.35,19.76,3986191,20.92,20.4,1,3.0,0.22861310835934678,22.1,0.11842105263157898
2019-07-22,21.97,22.03,20.26,20.4,6007900,22.3,21.81,1,3.0,0.5030132063723016,23.4,0.1470588235294117
2019-09-25,24.1,24.11,22.31,22.7,13851074,24.4,24.26,1,3.0,0.4523881176391391,22.88,0.007929515418502175
2019-10-21,19.5,19.5,18.71,19.2,8154416,21.2,20.71,1,3.0,0.9132390136317778,20.6,0.07291666666666674
2020-02-04,15.98,17.5,15.98,17.01,7550928,17.75,17.75,1,3.0,16.87625,18.09,0.06349206349206349
2020-04-01,16.75,17.15,16.5,16.59,4783558,17.21,16.91,1,3.0,0.35583997569239534,17.78,0.07172995780590719
2020-04-28,15.8,15.88,14.5,15.1,3444927,15.96,15.7,1,3.0,0.47129441630869384,15.95,0.056291390728476776
2020-11-30,17.21,17.38,17.0,17.11,2092539,17.35,17.22,1,3.0,0.30116029622997,17.75,0.037405026300409094
2022-03-08,18.23,18.4,17.67,17.72,4315360,18.75,18.29,1,3.0,0.24160476184036805,17.85,0.007336343115124322
2022-03-09,17.72,17.85,16.09,16.99,6730724,18.23,17.72,1,3.0,0.5597132104853362,17.5,0.0300176574455564
2022-04-25,14.14,14.14,12.96,13.11,3854574,14.78,14.33,1,3.0,0.42694669256062134,13.29,0.013729977116704761
2022-04-27,11.59,12.12,11.32,12.07,8771478,13.16,12.58,1,3.0,2.5860484112639366,13.09,0.08450704225352101
