day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-11-02,10.82,10.86,10.46,10.47,9691766,10.89,10.85,1,3.0,0.4144978732397162,10.65,0.017191977077363862
2017-12-25,8.74,8.83,8.53,8.56,3208200,8.89,8.83,1,3.0,0.765518729125886,8.66,0.011682242990654235
2018-12-27,5.11,5.14,4.93,4.94,2889900,5.12,5.04,1,3.0,0.24524292126000535,5.02,0.0161943319838056
2019-04-25,6.48,6.48,6.08,6.09,8588427,6.49,6.46,1,3.0,0.4184240289034944,6.08,-0.0016420361247947435
2019-08-06,5.38,5.45,5.11,5.22,4626896,5.63,5.47,1,3.0,0.21604319507747682,5.71,0.09386973180076641
2021-09-29,11.74,11.77,11.4,11.4,5231590,11.94,11.82,1,3.0,0.6128096470345961,12.33,0.08157894736842097
2021-10-20,11.8,11.87,11.65,11.67,3274066,11.9,11.87,1,3.0,0.4842650225536642,11.75,0.006855184233076184
2022-03-04,10.85,10.98,10.77,10.77,2864200,10.94,10.88,1,3.0,0.6546495351533592,10.76,-0.0009285051067781103
2022-03-07,10.76,10.76,10.4,10.46,3954575,10.85,10.77,1,3.0,0.3806909433698764,10.57,0.010516252390057268
2022-03-09,10.1,10.18,9.11,9.58,14680219,10.45,10.11,1,3.0,2.391170798112153,9.85,0.028183716075156573
2022-04-25,7.82,7.88,7.19,7.22,6620828,8.02,7.98,1,3.0,0.4930606169944074,7.34,0.016620498614958512
