,count,mean,std,min,25%,50%,75%,max,mv_tatal,mv_on_trade
000001,15.0,0.03452440879202905,0.026379443808148155,-0.00727802037845704,0.012601305056570866,0.03679476696647588,0.05123089887143861,0.08236994219653182,2877.8976539579,2877.8388903798
000002,18.0,0.02349775973074812,0.021674806683910447,-0.008925383791502983,0.00939962836889735,0.022711793787008272,0.03605773277950014,0.06364040943480198,2133.2578936598,1783.1710611970002
000006,16.0,0.024095848716957066,0.019730932164868296,0.0,0.011593600253455405,0.018152345738552622,0.030035081665516383,0.08000000000000007,58.859785808000005,58.859785808000005
000008,13.0,0.03202358399194234,0.033407223708993634,0.0,0.013071895424836555,0.020289855072463725,0.03619909502262453,0.11299435028248594,67.5733287642,65.4626025668
000009,12.0,0.04200147225961983,0.037485280295851846,0.0050000000000001155,0.021099224224224167,0.03195291226309793,0.04450037800882839,0.13976945244956762,307.70023389560004,304.3856454395
000012,11.0,0.03775637556704123,0.02461393382304897,0.008000000000000007,0.0183399624109446,0.03326612903225801,0.04833563213924941,0.09447004608294929,189.46170534470002,120.7213731795
000016,11.0,0.020985491265763566,0.020237071320825882,-0.0032414910858994395,0.008407691046628751,0.01453957996768973,0.029862016514558776,0.06720977596741351,125.69474524549999,83.3411751103
000021,16.0,0.029831387800676054,0.04076461348623272,0.003197442046362964,0.004544060519321325,0.015343781597573325,0.03926444919247629,0.1671453187823091,168.5434624806,168.4814503915
000025,10.0,0.05629113841418789,0.05131857399270037,0.015659955257270708,0.017662157036287762,0.029014678497097046,0.07731720611024528,0.15779283639883834,54.1409268008,49.332958640200005
000027,6.0,0.001967713022886286,0.040332033791435865,-0.07783417935702197,0.005521382158574395,0.014999524506330242,0.025432840711169247,0.028368794326241176,289.2493032632,289.2493032632
000028,13.0,0.03800737481279559,0.032028340902273605,0.003240740740740655,0.012992831541218663,0.024121878967414245,0.06746213859568617,0.1001855287569573,122.016190155,104.804083125
000030,17.0,0.04753738747454627,0.04923319014956093,0.004424778761062065,0.01900584795321625,0.03467406380027738,0.04985337243401755,0.1978798586572439,99.2182560281,96.5092934235
000031,10.0,0.022064112615292376,0.01723300132077653,0.002962962962962834,0.01034695315251849,0.01831213126843645,0.03111113118248493,0.0589887640449438,164.5944285386,72.604737974
000034,8.0,0.03670802204866279,0.04126372060692382,-0.020159151193634095,0.0067608617333428656,0.047622248421481994,0.05293064814741244,0.1090754154239455,98.9764853952,80.7337803906
000035,7.0,0.028948002179534114,0.023731977618299482,0.0029325513196480912,0.010429251958990693,0.027923211169284423,0.04400751216894716,0.06290672451193058,112.0557134309,108.9285360982
