day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2020-09-16,4.7,4.92,4.51,4.75,237850777,427952983.0,35000.0,98012294.0,0.012793176972281328,237850777.0,-2314324620.0,0.08739654867532347,5.07,4.69,0.0787234042553191,0.010638297872340496,0.012793176972281328,0.10093896713615047,1.419260055268083,0.2793141250804241,5.081232661826284
2020-10-12,4.81,4.95,4.75,4.89,113084487,442986820.0,30000.0,40813110.0,0.03382663847780121,113084487.0,-2294806578.0,0.07441404608223695,4.94,4.73,0.027027027027027195,0.016632016632016633,0.03382663847780121,0.07256235827664415,1.4962811239356233,0.4247374835775408,3.5228374744148514
2020-11-18,4.6,4.7,4.52,4.65,91455389,766284321.0,10000.0,89363403.0,0.004319654427645814,91455389.0,-2498047493.0,0.21195783353058245,5.29,4.63,0.15000000000000013,0.010869565217391353,0.004319654427645814,0.04044943820224711,1.0991141136406015,0.4185012349442322,2.626310323282714
2020-12-22,4.7,4.98,4.65,4.71,142362292,921999772.0,10000.0,68596781.0,0.004264392324093702,142362292.0,-2495141667.0,0.10007197555358788,5.45,4.69,0.15957446808510634,0.0021276595744681437,0.004264392324093702,0.040000000000000036,1.1013000185489306,0.5351571509291282,2.0579002198454743
2021-01-04,5.09,5.37,5.05,5.37,372477991,890095222.0,10000.0,215242905.0,0.10040983606557385,372477991.0,-1707161500.0,0.11091505663326763,5.45,4.88,0.07072691552062871,0.05500982318271119,0.10040983606557385,0.06783369803063444,2.6410347603340547,0.8113045698404755,3.2552938298540015
2021-02-19,3.55,3.72,3.51,3.7,55928070,666503343.0,95800.0,14310953.0,0.04225352112676073,55928070.0,-2651140132.0,0.07078323725199448,4.22,3.55,0.18873239436619715,0.04225352112676073,0.04225352112676073,0.05307262569832405,0.7720524048102051,0.3696067921503242,2.0888479898286088
2021-03-05,3.87,4.22,3.8,4.05,235359335,679050292.0,96100.0,77467290.0,0.046511627906976605,235359335.0,-2330810140.0,0.08208098558970969,4.11,3.87,0.0620155038759691,0.046511627906976605,0.046511627906976605,0.09943181818181812,3.1044791593746304,0.3790992158407176,8.189094120097069
2021-05-07,3.81,3.94,3.8,3.85,60992339,580379853.0,7897.0,12268262.0,0.007853403141361293,60992339.0,-2186740564.0,0.051975274141424214,4.05,3.82,0.06299212598425186,0.01049868766404205,0.007853403141361293,0.03243243243243232,0.5382370223480186,0.21609322199645908,2.4907630946279204
2021-07-08,3.92,4.07,3.9,3.99,144815285,562719084.0,98500.0,54100473.0,0.012690355329949332,144815285.0,-1671329762.0,0.09374720601030657,4.56,3.94,0.16326530612244894,0.017857142857143016,0.012690355329949332,0.042328042328042326,2.81246318357521,0.3813810718011035,7.374417325676707
2021-08-04,4.16,4.4,4.13,4.28,197623971,641286951.0,81300.0,90260639.0,0.014218009478673022,197623971.0,-1548857069.0,0.10708773837544888,4.56,4.22,0.09615384615384603,0.028846153846153966,0.014218009478673022,0.10075566750629728,2.1744345799047426,0.6424198776805177,3.384756069123553
2021-11-02,3.41,3.67,3.37,3.6,176033183,548029328.0,932000.0,61497067.0,0.025641025641025772,176033183.0,-1181009281.0,0.09924695658348998,3.87,3.51,0.1348973607038122,0.055718475073313734,0.025641025641025772,0.09006211180124213,4.379106655296228,0.5825967467082722,7.516531254317163
2022-04-18,2.51,2.62,2.5,2.61,38800329,405904450.0,392000.0,2634206.0,0.03984063745019917,38800329.0,-1210110766.0,0.02652005138281173,2.7,2.51,0.07569721115537864,0.03984063745019917,0.03984063745019917,0.04562737642585557,2.087523824045132,0.4174397570505508,5.000778648384319
