day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-03-15,68.81,70.56,68.12,68.42,546693,69.09,68.8,1,3.0,0.9879745454545454,71.52,0.045308389359836276,62.258
2018-05-29,58.05,58.48,56.28,56.68,568784,76.0,74.67,1,3.0,0.7106285714285714,57.29,0.010762173606210235,68.56
2018-05-30,56.59,56.59,53.9,54.73,1028564,58.05,56.68,1,3.0,0.8083560719007568,57.59,0.05225653206650849,68.408
2018-06-14,52.55,53.49,51.3,51.96,782610,54.3,53.6,1,3.0,2.3513617677286742,53.44,0.028483448806774447,56.187999999999995
2018-07-05,50.83,51.23,48.52,49.06,280014,51.88,50.84,1,3.0,0.9286038983401061,49.4,0.006930289441500204,51.958
2018-07-06,48.34,49.4,46.63,47.25,505630,50.83,49.06,1,3.0,0.8057311420143278,48.48,0.026031746031746072,51.95
2018-08-06,41.72,41.83,39.22,39.54,439314,42.12,41.7,1,3.0,0.868069906875877,40.12,0.014668689934243861,47.152
2018-10-11,39.2,39.82,36.98,38.32,475458,40.7,40.31,1,3.0,2.9591806145390955,39.6,0.03340292275574108,41.438
2018-10-18,38.08,38.08,34.87,35.5,1323479,38.51,38.3,1,3.0,2.224175733155333,38.42,0.08225352112676054,40.088
2018-10-19,35.0,35.42,33.34,34.99,1929501,38.08,35.5,1,3.0,0.45790072981890906,38.42,0.0980280080022864,39.120000000000005
2018-12-21,38.02,38.41,36.48,37.0,470818,38.55,38.27,1,3.0,0.31997521636616977,38.16,0.03135135135135125,40.059999999999995
2019-01-03,35.39,35.97,34.83,35.01,312820,36.36,35.56,1,3.0,0.66826656427322,36.65,0.046843758926021106,37.674
2019-05-08,61.8,62.2,59.71,60.0,534622,62.98,62.3,1,3.0,0.6181836892827739,60.83,0.013833333333333364,60.86
2020-03-09,93.42,94.09,87.51,91.55,2670852,97.51,95.5,1,3.0,1.0838973145805992,94.99,0.03757509557618777,89.548
2020-03-17,87.75,87.78,81.0,82.7,2583024,91.55,86.88,1,3.0,0.31304862352302476,85.67,0.03591293833131792,89.548
2020-03-19,80.6,81.0,72.68,79.6,4451755,84.0,80.6,1,3.0,0.5466789564692922,85.67,0.07625628140703533,89.548
2020-09-08,142.64,145.77,134.69,137.09,3417651,152.0,144.05,1,3.0,0.6273358439464591,145.86,0.06397257276241897,146.06199999999998
2020-10-16,158.47,159.89,152.62,156.99,1741968,162.75,158.6,1,3.0,0.48055524391363336,159.67,0.017071151028727805,149.286
2020-11-09,146.68,148.0,143.45,144.11,2241264,149.0,146.45,1,3.0,0.2791573280917461,155.72,0.08056345846922475,149.57999999999998
2021-07-28,154.0,157.55,151.5,153.81,2607091,158.05,154.37,1,3.0,0.5369814784573654,168.0,0.09225668031987522,162.01600000000002
2021-08-06,155.86,155.86,147.0,147.51,3406319,160.5,155.88,1,3.0,0.9470120507959081,168.5,0.142295437597451,157.584
2021-09-22,105.0,105.0,97.94,98.44,4135807,108.36,106.02,1,3.0,0.3065809767338121,107.78,0.09488013002844387,129.462
2022-01-13,129.0,129.0,118.19,121.1,3670797,133.8,127.71,1,3.0,0.7317792220291102,124.53,0.02832369942196533,121.28399999999999
2022-01-26,115.6,115.65,110.38,112.03,2225886,116.32,114.38,1,3.0,0.8060454504147789,113.16,0.010086583950727368,120.148
