day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-06,43.38,44.15,42.25,42.4,1604550,43.4,43.71,1,3.0,0.27206522411275325,43.03,0.01485849056603783
2018-02-09,41.0,41.23,39.54,40.58,1126310,41.44,41.23,1,3.0,0.4371258249077481,42.09,0.037210448496796555
2018-04-25,38.0,38.0,36.88,37.55,3270855,38.2,38.1,1,3.0,0.6838378378378378,37.3,-0.0066577896138482195
2018-05-15,37.28,37.49,36.68,36.94,1071646,37.38,37.32,1,3.0,0.7072582443842601,38.38,0.03898213318895527
2018-06-19,36.56,36.56,33.88,35.33,1374081,37.3,36.56,1,3.0,0.3289961351124453,36.66,0.037645060854797574
2018-07-06,34.3,34.3,32.78,33.44,1522449,35.0,34.32,1,3.0,1.5363201551330343,34.64,0.035885167464114964
2018-08-07,31.42,31.68,30.52,31.01,1727248,31.74,31.4,1,3.0,2.5314823144551215,31.03,0.0006449532408900893
2018-11-09,36.3,36.32,35.65,35.79,914252,36.48,36.53,1,3.0,1.0357697942969621,37.29,0.04191114836546528
2018-11-27,35.5,35.99,35.15,35.28,618673,36.03,35.59,1,3.0,0.25658175348230716,38.5,0.09126984126984117
2019-04-24,44.59,44.8,43.74,44.37,1403176,45.19,44.8,1,3.0,0.7441504330618618,44.98,0.013748027946810959
2019-08-20,50.1,50.1,49.09,49.99,5680019,50.8,50.58,1,3.0,0.2815051227319072,49.7,-0.005801160232046354
2019-11-08,50.18,50.18,48.82,49.4,2802958,50.95,50.88,1,3.0,0.3224668930102119,49.4,0.0
2019-11-12,48.51,48.99,47.44,47.5,2517884,48.81,48.79,1,3.0,0.6872041979681587,49.4,0.040000000000000036
2019-12-10,47.8,48.07,47.21,47.31,2577916,47.99,47.88,1,3.0,0.7678342433381748,47.56,0.0052842950750369155
2020-02-03,45.11,47.19,45.11,45.11,2113258,51.24,50.12,1,3.0,0.4739211279943869,45.84,0.016182664597650387
2020-02-04,44.77,45.34,43.6,44.34,3440472,45.11,45.11,1,3.0,0.6280416305060716,45.98,0.03698691926026143
2020-02-28,45.68,45.68,44.09,44.2,2454201,46.21,46.35,1,3.0,0.46421207500161077,45.92,0.03891402714932113
2020-03-19,36.7,37.5,35.65,36.05,3008281,38.24,37.18,1,3.0,0.4944690435844432,39.44,0.0940360610263522
2020-04-21,39.29,39.45,38.58,38.98,1204323,39.68,39.45,1,3.0,0.3030259096284451,39.74,0.019497178040020602
2020-08-12,55.3,56.28,53.28,54.43,4052085,58.33,57.55,1,3.0,0.7965805387234348,57.34,0.05346316369649107
2021-08-17,46.18,46.45,45.63,45.67,1364511,46.23,46.19,1,3.0,0.3401563388540061,45.82,0.0032844317932996248
2022-01-25,45.82,46.48,45.5,45.63,1108564,45.95,45.89,1,3.0,0.7512942399411056,45.77,0.003068156914310727
2022-01-27,45.4,45.53,44.5,44.5,1067325,45.6,45.62,1,3.0,0.24124300487042438,48.3,0.08539325842696632
