day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-06,7.6,7.7,7.25,7.25,28358441,8.0,7.69,1,3.0,0.7612073379806672,7.48,0.03172413793103446
2018-07-19,6.38,6.4,6.17,6.21,16717667,6.4,6.38,1,3.0,0.2350304246253334,6.34,0.02093397745571668
2018-08-06,5.75,5.75,5.31,5.39,24601562,5.92,5.8,1,3.0,0.686512343218296,5.48,0.016697588126159735
2018-10-08,5.41,5.42,5.18,5.2,12851149,5.55,5.51,1,3.0,0.23090557240995135,5.31,0.02115384615384608
2018-10-12,4.18,4.32,4.15,4.15,36310516,5.0,4.61,1,3.0,0.884004854862604,4.57,0.10120481927710845
2019-06-27,7.39,7.46,7.28,7.31,38115512,7.4,7.39,1,3.0,0.6645060330818915,7.35,0.00547195622435015
2019-06-28,7.35,7.35,6.58,6.74,86076040,7.39,7.31,1,3.0,1.2582942084052289,7.31,0.08456973293768533
2019-07-08,6.9,6.91,6.35,6.53,36997922,6.93,6.88,1,3.0,0.5956829091295526,6.64,0.016845329249617125
2019-08-06,5.76,5.76,5.36,5.58,30333515,5.96,5.83,1,3.0,0.45784829128787874,5.87,0.051971326164874654
2019-11-07,5.9,6.06,5.62,6.01,48231025,6.43,6.24,1,3.0,0.9919414197470342,5.98,-0.004991680532445808
2020-03-13,5.49,5.68,5.41,5.6,19780653,5.8,5.74,1,3.0,0.24655494592474425,5.87,0.048214285714285765
2020-04-28,4.85,4.88,4.37,4.53,23146272,5.08,4.86,1,3.0,0.37047096670711244,4.65,0.026490066225165476
2020-05-14,4.37,4.38,4.21,4.25,20273289,4.44,4.4,1,3.0,0.7265762395223534,4.29,0.009411764705882453
2020-05-18,4.18,4.23,4.0,4.19,21394592,4.26,4.23,1,3.0,1.0265568790864625,4.27,0.01909307875894961
2021-05-11,2.97,2.97,2.89,2.9,16722135,2.99,2.97,1,3.0,0.25504873087767965,3.25,0.12068965517241392
2022-04-25,2.72,2.72,2.51,2.53,40422827,2.87,2.79,1,3.0,0.379402107518956,2.73,0.07905138339920947
