day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2017-11-28,62.49,62.62,62.04,62.31,3179901,-0.15868957853797916,0,18,0,5,-5.0,-0.002880460873739832,0,16,0,2,-2.0,62.31,-0.002880460873739832
2018-10-26,40.7,40.83,39.83,39.96,2417142,-0.16901405545448167,0,131,0,5,-5.0,-0.00917431192660545,0,135,0,1,-1.0,42.89,0.053808353808353804
2018-11-09,42.24,42.55,41.8,42.34,1836730,-0.3872924385709573,0,138,0,5,-5.0,-0.000236127508854711,0,138,0,1,-1.0,46.55,0.10203598484848464
2018-11-16,44.45,45.99,44.29,45.88,4743218,0.1223326599173633,129,0,5,0,5.0,0.029854096520763207,126,0,5,0,5.0,46.55,0.04724409448818889
2018-11-19,45.58,46.55,45.03,45.29,5135004,0.08259919742250932,130,0,6,0,6.0,-0.012859633827375871,0,139,0,1,-1.0,46.67,0.023913997367266404
2018-12-21,41.14,41.39,39.3,39.79,6812416,0.40896553663996715,144,0,5,0,5.0,-0.029512195121951246,0,153,0,6,-6.0,41.0,-0.003403014098201318
2019-03-27,46.83,47.3,46.3,47.0,6334924,-0.0010579294008341567,0,186,0,5,-5.0,0.009016745384285096,168,0,1,0,1.0,51.89,0.10805039504591085
2019-05-16,41.24,41.53,40.96,41.4,3807621,-0.03708623842074521,0,203,0,5,-5.0,0.004366812227074135,182,0,2,0,2.0,41.49,0.006062075654704069
2019-05-24,40.28,40.57,39.97,40.09,2888358,-0.011231131678240858,0,208,0,5,-5.0,-0.00323222277473878,0,201,0,2,-2.0,41.49,0.030039721946375497
2021-03-29,37.0,37.25,36.3,37.03,4415349,-0.0364460829991895,0,450,0,5,-5.0,0.0021650879566981196,398,0,2,0,2.0,38.37,0.03702702702702698
2021-03-30,36.99,37.12,36.4,36.95,3188055,-0.27796081351666657,0,451,0,6,-6.0,-0.0021604104779907596,0,436,0,1,-1.0,38.37,0.037307380373073684
2021-05-21,35.1,35.43,34.4,34.63,4229713,-0.0256266072204816,0,472,0,5,-5.0,-0.01563388288800449,0,455,0,3,-3.0,37.65,0.07264957264957261
2021-05-24,34.75,35.05,34.16,34.56,3664071,-0.13373058644877323,0,473,0,6,-6.0,-0.0020213687554143656,0,456,0,4,-4.0,38.95,0.12086330935251799
2021-09-22,32.2,33.43,32.2,33.28,3496314,-0.13522346875830138,0,519,0,5,-5.0,0.021799201719373773,450,0,1,0,1.0,36.1,0.12111801242236009
2022-02-24,37.3,38.5,36.9,37.07,9516055,0.43929292345686033,492,0,5,0,5.0,-0.011466666666666625,0,551,0,1,-1.0,38.8,0.04021447721179627
2022-03-07,38.02,38.04,36.89,36.98,7851234,0.286065013882405,497,0,5,0,5.0,-0.026842105263158,0,554,0,1,-1.0,37.07,-0.024986849026828017
2022-03-08,36.82,37.07,33.58,33.58,15202930,0.9363745877399654,498,0,6,0,6.0,-0.09194159004867497,0,555,0,2,-2.0,35.08,-0.047256925583921805
