day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2018-01-10,16.26,16.26,15.7,15.77,7666104,16.52,16.29,1,3.0,0.29894341806905467,16.67,0.057070386810399665,17.0
2018-03-02,12.41,12.41,12.41,12.41,3005400,15.23,13.79,1,3.0,1.347401210079393,11.17,-0.09991941982272368,15.581999999999999
2018-04-26,8.97,9.03,8.65,8.75,56568226,9.05,9.12,1,3.0,34.083778685224594,9.17,0.04800000000000004,14.958
2018-08-20,7.1,7.28,6.92,7.17,9609822,7.59,7.29,1,3.0,0.6763558111510684,7.44,0.03765690376569042,7.954
2020-02-03,6.53,6.53,6.53,6.53,3149700,7.47,7.25,1,3.0,0.411280292943087,6.83,0.04594180704441042,7.0280000000000005
2020-04-28,6.52,6.59,6.3,6.51,7977587,6.65,6.54,1,3.0,0.4171990990665213,6.53,0.003072196620583778,6.658
2020-04-29,6.47,6.49,6.34,6.34,3597720,6.52,6.51,1,3.0,0.4539749720371449,6.8,0.0725552050473186,6.644
2021-04-01,5.46,5.46,5.34,5.35,13746600,5.51,5.43,1,3.0,0.41790757339864815,5.48,0.024299065420560817,5.576
2022-03-08,4.64,4.69,4.46,4.46,17906025,4.8,4.64,1,3.0,0.5626634374896395,4.51,0.011210762331838486,4.86
2022-04-25,3.87,3.87,3.49,3.5,23064303,3.95,3.88,1,3.0,0.35843747641243895,3.58,0.02285714285714291,4.082
2022-04-26,3.55,3.58,3.32,3.36,18940311,3.87,3.5,1,3.0,0.6493494401660656,3.77,0.12202380952380953,4.048
