day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-02-01,5.11,5.14,4.98,5.0,18850083,5.17,5.11,1,3.0,0.21567470519695742,5.08,0.016000000000000014
2018-05-25,4.43,4.45,4.4,4.41,6059392,4.45,4.43,1,3.0,0.6000439396083883,4.41,0.0
2018-05-30,4.35,4.35,4.19,4.2,9647487,4.38,4.38,1,3.0,2.9326133213761616,4.26,0.014285714285714235
2018-06-19,3.9,3.9,3.63,3.7,13947038,3.97,3.93,1,3.0,0.6314040505545553,3.78,0.021621621621621623
2018-10-11,3.48,3.49,3.27,3.32,9843642,3.53,3.52,1,3.0,2.7579758723371763,3.31,-0.0030120481927710108
2019-01-03,3.61,3.65,3.5,3.5,18612788,3.67,3.61,1,3.0,0.20537575344128234,3.82,0.09142857142857141
2019-08-06,4.28,4.28,4.08,4.13,28943319,4.39,4.36,1,3.0,0.9388694458497142,4.27,0.03389830508474567
2020-02-04,3.7,3.85,3.7,3.79,26970541,3.83,3.83,1,3.0,0.2588468037041185,3.95,0.04221635883905006
2020-09-24,3.54,3.55,3.48,3.49,7598498,3.55,3.55,1,3.0,1.2213257855692863,3.52,0.008595988538681931
2020-12-09,3.49,3.5,3.42,3.43,7822646,3.52,3.49,1,3.0,0.5796023979219302,3.45,0.005830903790087438
2021-01-11,3.28,3.3,3.23,3.25,8449381,3.3,3.3,1,3.0,0.6945219012444517,3.26,0.003076923076922977
2021-05-28,3.44,3.45,3.39,3.4,7143600,3.45,3.45,1,3.0,0.8307548673153773,3.4,0.0
2022-01-25,3.2,3.21,3.12,3.13,8007236,3.22,3.2,1,3.0,0.6691318310547343,3.19,0.019169329073482455
2022-02-24,3.29,3.31,3.2,3.22,11757707,3.33,3.3,1,3.0,1.111825927179884,3.29,0.021739130434782483
2022-03-09,3.21,3.23,3.08,3.14,16482438,3.29,3.21,1,3.0,0.21904445636847258,3.27,0.0414012738853502
