day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-01-13,4.03,4.06,3.94,4.01,31031544,4.08,4.05,1,3.0,1.117442979442719,4.1,0.02244389027431426
2017-04-20,3.93,3.95,3.79,3.83,41831472,3.96,3.94,1,3.0,0.9403792489238534,3.84,0.0026109660574411553
2017-04-24,3.81,3.82,3.67,3.69,19006944,3.83,3.81,1,3.0,0.7305871967855617,3.71,0.005420054200542035
2017-11-17,3.37,3.39,3.24,3.36,24082108,3.4,3.39,1,3.0,0.502955282880978,3.37,0.0029761904761904656
2018-04-11,2.27,2.43,2.27,2.35,484503890,2.45,2.45,1,3.0,10.420487175921233,2.38,0.012765957446808418
2018-06-01,2.06,2.06,1.88,1.92,253005832,2.13,2.09,1,3.0,1.1861886043821546,1.94,0.01041666666666674
2018-12-11,1.35,1.54,1.35,1.47,316631675,1.5,1.5,1,3.0,6.902870681435853,1.45,-0.013605442176870763
2019-06-04,1.8,1.81,1.72,1.74,129984086,1.84,1.81,1,3.0,0.3338907969169229,1.77,0.01724137931034475
2019-06-06,1.71,1.72,1.63,1.64,142166441,1.76,1.72,1,3.0,0.4881428774350671,1.77,0.0792682926829269
2019-08-08,1.44,1.45,1.41,1.44,102324503,1.47,1.45,1,3.0,0.21498824136208627,1.45,0.00694444444444442
2020-04-28,1.25,1.26,1.16,1.22,116455105,1.28,1.25,1,3.0,0.42933754551096004,1.28,0.049180327868852514
2020-05-14,1.24,1.24,1.22,1.22,55570170,1.25,1.24,1,3.0,0.378853215482313,1.25,0.024590163934426146
2020-09-24,1.47,1.48,1.42,1.43,146786400,1.51,1.48,1,3.0,0.2549872946840148,1.47,0.027972027972027913
2020-10-09,1.24,1.31,1.24,1.24,345005156,1.31,1.31,1,3.0,16.147032663366534,1.37,0.10483870967741948
2020-11-27,1.43,1.45,1.36,1.39,107112059,1.44,1.43,1,3.0,0.8532739598057504,1.46,0.05035971223021596
2020-12-22,1.36,1.37,1.31,1.32,108903477,1.39,1.37,1,3.0,0.4578599751325676,1.47,0.11363636363636354
2022-04-25,1.56,1.56,1.47,1.49,392441311,1.58,1.58,1,3.0,0.48991182267809363,1.54,0.033557046979865834
