day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,high_max,pre_close,postive_return,chg1,chg,chg_max,vol_chg,vol_chg_max,vol_chg_comp
2018-03-12,8.91,9.14,8.9,9.09,8659683,743934951,16489,11227744,0.022497187851518552,8659683.0,-67932394.0,0.143742094902291,9.68,8.89,0.08641975308641969,0.02020202020202011,0.022497187851518552,0.021839080459770344,2.3109224822319385,0.7806243192610989,2.960351638057274
2018-03-22,9.12,9.62,8.97,9.39,20212348,746859825,44412,33542268,0.020652173913043637,20212348.0,-30614190.0,0.17853619037943058,9.18,9.2,0.006578947368421018,0.029605263157894912,0.020652173913043637,0.023359288097886344,3.128274206109552,0.7759014319397319,4.031793314633991
2018-05-22,7.36,7.44,7.35,7.42,3946138,666970767,80096,5233858,0.006784260515603879,3946138.0,-95789173.0,0.17935417409099239,7.45,7.37,0.012228260869565188,0.008152173913043459,0.006784260515603879,0.016551724137931156,1.0328076373361363,0.37777149657839937,2.7339480259644113
2018-09-11,5.5,5.95,5.38,5.74,56029478,520185997,177595,35598004,0.05128205128205132,56029478.0,-71514570.0,0.11215255113985416,7.14,5.46,0.2981818181818181,0.043636363636363695,0.05128205128205132,0.10080645161290325,5.51522734321889,0.6163473618773121,8.948245233694585
2019-10-10,7.29,7.39,7.17,7.34,9442097,411879064,86406,6829016,0.0013642564802183177,9442097.0,468553786.0,0.09934780889792261,8.1,7.33,0.11111111111111116,0.006858710562414272,0.0013642564802183177,0.04267425320056906,1.0202388530448188,0.47654180972136184,2.140922018240879
2020-02-05,5.38,5.56,5.38,5.43,10962251,392157903,55500,5161506,0.009293680297397744,10962251.0,388252755.0,0.08607744517207194,6.38,5.38,0.18587360594795532,0.009293680297397744,0.009293680297397744,0.09921259842519681,6.620356589147287,0.7468134618973887,8.864806175731358
2020-02-18,6.07,6.14,6.01,6.1,11903803,375873215,77000,7194999,0.009933774834437026,11903803.0,472510188.0,0.09949442000246829,7.1,6.04,0.16968698517298186,0.0049423393739702615,0.009933774834437026,0.04137931034482767,0.8249005024002158,0.28028803093054244,2.943045764963944
2020-03-10,8.51,9.57,8.01,9.31,183639530,517061763,1465500,183525375,0.046067415730337125,183639530.0,963126319.0,0.11369492316038779,10.2,8.9,0.19858989424206808,0.09400705052878977,0.046067415730337125,0.10068027210884356,4.653692458090991,1.3750044673987691,3.3844926096093624
2021-06-08,5.92,5.98,5.88,5.98,6018183,432433054,955000,4583480,0.011844331641285955,6018183.0,985399283.0,0.12843259502639365,5.98,5.91,0.01013513513513531,0.01013513513513531,0.011844331641285955,0.008278145695364225,0.6192791459676568,0.29276427698793583,2.1152824802910497
2021-07-26,5.74,6.31,5.66,6.31,26722352,391560114,2541848,15793100,0.0993031358885017,26722352.0,1018270235.0,0.09874805496325481,7.16,5.74,0.2473867595818815,0.0993031358885017,0.0993031358885017,0.019538188277087087,1.7534397509483672,0.5808255765084465,3.0188748944027752
2021-08-25,6.56,6.92,6.5,6.8,22008117,446568261,2340696,20151666,0.03816793893129766,22008117.0,1075296693.0,0.13646005753565993,8.4,6.55,0.2804878048780488,0.03658536585365857,0.03816793893129766,0.042397660818713434,0.8339286900285086,0.39973631727168546,2.086196960337029
2021-11-15,7.77,8.04,7.77,7.86,48256554,476685029,3115595,33829305,0.005115089514066584,48256554.0,1491762088.0,0.0886818808784924,9.2,7.82,0.18404118404118397,0.011583011583011782,0.005115089514066584,0.06318347509113009,1.864848043048947,0.628090643996819,2.969074704221182
2022-01-14,9.05,9.67,9.01,9.39,78446282,634208330,211049,88795766,0.005353319057815886,78446282.0,1629187680.0,0.12119173892298843,10.1,9.34,0.11602209944751363,0.037569060773480656,0.005353319057815886,0.10035842293906838,2.4262067315834015,0.44574580268455777,5.443027656057061
2022-03-31,7.8,8.37,7.69,8.01,64834564,533940236,115600,42943896,0.00881612090680095,64834564.0,1559954619.0,0.0824858212056045,7.98,7.94,0.023076923076923217,0.026923076923076827,0.00881612090680095,0.09972299168975085,5.390885217590372,2.580104148978321,2.0894060496453504
