day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-01-05,43.4,44.19,42.61,42.95,6643929,43.54,43.45,1,3.0,0.23169954663554626,43.1,0.0034924330616996624
2018-01-08,42.95,43.1,41.1,41.59,11428557,43.4,42.95,1,3.0,0.720150380896605,42.33,0.017792738639095917
2018-07-06,34.47,35.25,33.66,34.17,7586254,35.02,34.29,1,3.0,0.2113575740446667,35.94,0.05179982440737474
2018-08-31,30.0,30.16,29.08,29.29,5353132,30.26,30.25,1,3.0,0.48630814381266263,29.58,0.00990099009900991
2018-10-11,25.3,25.64,24.1,24.21,8271578,26.59,26.27,1,3.0,1.1175695042146185,25.37,0.047914085088806235
2019-01-29,20.32,20.43,19.83,20.02,5769385,20.59,20.32,1,3.0,0.24257016746979287,20.75,0.036463536463536395
2019-09-30,19.36,19.36,18.58,18.7,12223861,19.57,19.38,1,3.0,0.23562533117339046,19.4,0.03743315508021383
2019-11-25,18.37,18.44,17.85,18.15,5770876,18.59,18.41,1,3.0,0.435587003765294,18.64,0.026997245179063434
2020-01-08,19.89,19.93,19.5,19.53,6621697,19.99,19.98,1,3.0,0.20675291341561697,19.9,0.018945212493599373
2020-03-19,17.28,17.47,16.88,17.18,4736538,17.74,17.33,1,3.0,0.3831941146168556,17.47,0.016880093131548257
2020-04-28,18.43,18.52,17.98,18.41,3222276,18.45,18.43,1,3.0,0.4535932074021345,18.97,0.03041825095057038
2020-08-11,34.4,34.8,33.8,33.85,7823149,34.73,34.35,1,3.0,0.26741923009190915,33.79,-0.0017725258493354046
2020-08-12,33.65,33.79,31.8,32.57,12852177,34.4,33.85,1,3.0,0.6428393476846728,32.99,0.01289530242554493
2020-10-19,33.47,33.47,31.27,31.7,12696060,33.95,33.47,1,3.0,1.5686461158414269,32.1,0.012618296529968598
2020-12-10,27.01,27.11,26.11,26.64,6087615,27.71,27.1,1,3.0,0.6236246458764847,29.31,0.10022522522522515
2020-12-11,26.57,26.87,24.91,25.0,11326822,27.01,26.64,1,3.0,0.8606337621548013,29.77,0.19080000000000008
2021-06-11,34.57,34.57,33.49,33.82,5192820,34.6,34.57,1,3.0,1.253692160064996,34.31,0.014488468361915974
2022-01-27,24.27,24.33,23.55,23.6,5180826,24.68,24.34,1,3.0,0.3486964766106153,24.88,0.05423728813559303
