day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2018-03-08,5.96,6.04,5.94,5.98,29350607,-0.22284890813853653,0,58,0,5,-5.0,0.003355704697986628,42,0,1,0,1.0,6.4,0.0738255033557047
2018-06-04,5.98,5.98,5.7,5.83,44947206,-0.13239736578308403,0,91,0,5,-5.0,-0.021812080536912748,0,75,0,1,-1.0,5.95,-0.0050167224080267525
2019-04-09,6.03,6.25,6.0,6.14,188461355,-0.24194233250696284,0,198,0,5,-5.0,0.013201320132013139,167,0,1,0,1.0,6.35,0.05306799336650081
2019-08-29,3.31,3.45,3.29,3.38,209733443,0.42983023722186986,209,0,5,0,5.0,0.01501501501501501,207,0,3,0,3.0,3.96,0.1963746223564955
2019-11-05,3.25,3.27,3.21,3.26,106323016,-0.0585172905629423,0,278,0,5,-5.0,0.0,0,0,0,0,0.0,3.25,0.0
2020-01-14,3.39,3.41,3.33,3.34,119325323,-0.21020562741379734,0,306,0,5,-5.0,-0.01183431952662728,0,280,0,3,-3.0,3.37,-0.005899705014749235
2020-01-15,3.33,3.36,3.3,3.33,104509902,-0.12415990694615597,0,307,0,6,-6.0,-0.0029940119760478723,0,281,0,4,-4.0,3.37,0.012012012012011963
2020-04-14,2.87,2.93,2.86,2.91,81170570,-0.09006746502064311,0,337,0,5,-5.0,0.0174825174825175,277,0,1,0,1.0,3.24,0.12891986062717775
2020-07-20,3.04,3.11,3.0,3.11,166927694,-0.12118140332037441,0,373,0,5,-5.0,0.036666666666666625,304,0,1,0,1.0,3.21,0.05592105263157898
2020-07-21,3.13,3.18,3.07,3.1,139773709,-0.1626691434436277,0,374,0,6,-6.0,-0.003215434083601254,0,341,0,1,-1.0,3.21,0.025559105431310014
2020-11-02,2.63,2.63,2.43,2.5,199595320,1.4449166712193486,333,0,5,0,5.0,-0.07407407407407418,0,377,0,5,-5.0,2.63,0.0
2021-05-18,1.98,2.02,1.97,1.99,110641468,-0.3314806335910948,0,485,0,5,-5.0,0.005050505050504972,379,0,1,0,1.0,2.11,0.06565656565656552
2021-06-09,2.09,2.1,2.06,2.08,106370691,-0.047637938523866,0,494,0,5,-5.0,-0.004784688995215225,0,454,0,2,-2.0,2.33,0.11483253588516762
2021-06-30,2.03,2.05,2.02,2.03,48324140,-0.3387006932209601,0,503,0,5,-5.0,0.0,0,0,0,0,0.0,2.11,0.039408866995073843
2021-07-19,2.03,2.04,2.0,2.02,65575091,-0.03244314340586241,0,510,0,5,-5.0,-0.009803921568627416,0,467,0,1,-1.0,2.04,0.0049261083743843415
