day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-01-16,16.08,16.08,15.4,15.69,11791470,1215950474,55711,40150531,-0.036240786240786305,-11791470.0,-99089850.0,0.21633092879217197,0.36338951515800333,1.0,17.97,0.06051873198847235,2.519014207744274
2018-07-24,12.11,12.59,12.07,12.49,6689500,827663904,54773,14997261,0.03565505804311764,6689500.0,-48127792.0,0.1818256777107749,0.2809862807676821,1.0,12.59,0.11908931698774072,0.36651589950081354
2018-07-25,12.6,12.69,12.35,12.54,5093805,824868301,49873,8029623,0.004003202562049557,5093805.0,-43033987.0,0.12590660421744582,0.2809862807676821,1.0,12.69,0.09793814432989678,0.7764359535022305
2019-02-19,13.69,13.73,13.28,13.43,9753559,524466450,121273,27278424,-0.018274853801169555,-9753559.0,130414616.0,0.2070911651650053,0.2070911651650053,1.0,13.94,0.052966101694915224,0.6383143755374376
2019-02-26,14.3,14.53,14.03,14.11,11842161,530940973,111593,39685935,-0.02013888888888893,-11842161.0,135673193.0,0.2346807395069478,0.2346807395069478,1.0,14.53,0.07442151344590364,1.88962980824624
2019-07-26,12.78,12.81,12.64,12.79,4587098,478856698,148341,6437595,-0.005443234836702948,-4587098.0,58707304.0,0.11028789340135736,0.25433726512229576,1.0,12.86,0.09849749582637735,0.763850184194238
2019-12-10,12.15,12.41,12.07,12.36,7638602,361201316,93100,6036069,0.013114754098360715,7638602.0,61402620.0,0.06455931231354411,0.16822874692792372,1.0,12.41,0.04859529233105553,0.2896628816264937
2020-04-27,12.12,12.25,12.06,12.08,3996124,465453298,458583,9835519,-0.002477291494632494,-3996124.0,225381040.0,0.2024898984376247,0.2024898984376247,1.0,12.78,0.022185702547247388,0.6746053188744825
2020-04-29,11.75,11.92,11.6,11.63,8972009,475517176,642383,20839896,-0.01021276595744669,-8972009.0,206757876.0,0.19751429139226231,0.2024898984376247,1.0,12.78,0.022185702547247388,1.4151290100107006
2021-05-20,10.74,10.86,10.66,10.8,7257310,512603427,1512006,7207106,0.0046511627906977715,7257310.0,416165887.0,0.09229389268676308,0.17628672978552393,1.0,11.23,0.0594339622641511,0.4870147455114344
2021-06-02,10.54,10.57,10.3,10.35,11435459,543214961,1167170,11373708,-0.01802656546489556,-11435459.0,399428460.0,0.09531385163893408,0.23685050646502623,1.0,11.23,0.12207527975584931,0.24064434015319192
2021-11-29,11.7,11.85,11.0,11.08,49659505,535925417,1281517,89105310,-0.06734006734006737,-49659505.0,473563529.0,0.15705254935497717,0.4016000840252157,1.0,12.1,0.022956841138659367,1.4993410042875484
2022-03-08,11.64,11.7,11.1,11.1,11128432,454117377,1169857,19801769,-0.046391752577319645,-11128432.0,514359445.0,0.15608643524098945,0.1898117475200298,1.0,11.97,0.04549590536851689,0.628488291731363
