day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-11-20,11.52,11.84,11.25,11.79,32473537,12.24,11.5,0,3.0,0.744764857152773,12.25,0.06336805555555558,12.687999999999999
2018-03-26,10.3,11.09,10.18,11.07,54641736,11.16,10.56,0,3.0,0.7635544263543137,11.61,0.12718446601941724,10.530000000000001
2018-08-07,9.03,9.24,8.92,9.23,15028025,9.1,8.96,0,3.0,0.34378768991006226,9.3,0.029900332225913706,9.34
2019-02-11,4.6,4.87,4.57,4.85,43841676,4.5,4.7,0,3.0,6.75258402511936,5.74,0.24782608695652186,5.87
2019-06-10,4.75,4.81,4.73,4.76,12938453,4.93,4.71,0,3.0,0.8545423724444645,5.18,0.09052631578947357,5.058
2019-07-23,4.37,4.42,4.37,4.42,6799643,4.56,4.38,0,3.0,0.2591392298655537,4.61,0.05491990846681927,4.640000000000001
2019-08-01,4.18,4.61,4.12,4.47,81085581,4.29,4.19,0,3.0,0.3830716973378283,4.43,0.05980861244019131,4.428
2019-10-21,3.88,4.04,3.76,3.93,9250087,3.92,3.87,0,3.0,0.5257125899128074,3.94,0.015463917525773141,3.99
2020-02-05,2.77,3.05,2.77,2.91,129925212,2.77,2.77,0,3.0,10.031786339754817,3.53,0.2743682310469313,3.412
2020-05-08,1.43,1.58,1.43,1.53,96756119,1.51,1.51,0,3.0,1.3445962888665997,1.49,0.04195804195804209,1.8900000000000001
2021-02-04,5.59,5.61,5.41,5.41,51006731,5.69,5.69,1,3.0,23.230639751945834,6.23,0.11449016100178899,3.896
2021-02-08,5.15,5.25,4.88,4.88,94032278,5.27,5.14,1,3.0,1.089383810932718,6.23,0.20970873786407762,4.09
2022-04-26,16.4,17.04,16.01,16.53,69298877,17.25,16.2,0,3.0,0.3353902442338148,21.58,0.3158536585365854,19.014
