day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-04-27,6.96,7.0,6.91,6.98,2668398,422811565,24205,2223033,0.0057636887608070175,2668398.0,-4035227.0,0.11978382273267385,0.3857429211414148,1.0,7.23,0.008534850640113723,0.6014763885328724
2018-07-12,6.0,6.16,5.99,6.15,3312637,381275939,184405,1573744,0.025000000000000133,3312637.0,8715286.0,0.07820129712010879,0.3735849083875469,1.0,6.3,0.009693053311793154,0.5419690862700144
2019-12-16,7.29,7.38,7.25,7.34,11584105,260754579,181000,14129415,0.008241758241758212,11584105.0,371104770.0,0.16674290568062297,0.16674290568062297,1.0,7.41,0.04953145917001334,0.6882600933952332
2019-12-18,7.66,7.75,7.59,7.65,12895976,252801865,185900,12563903,0.00923482849604218,12895976.0,402749612.0,0.1270208441374845,0.16674290568062297,1.0,7.75,0.02887139107611536,0.618499314362223
2020-01-17,7.49,7.55,7.45,7.5,7867631,304722335,189300,8213731,0.00536193029490617,7867631.0,480094605.0,0.13919871602180292,0.1724836976611409,1.0,7.99,0.061475409836065475,0.2700740341315575
2020-03-06,7.05,7.11,7.05,7.07,7796684,282964969,144700,6117196,-0.01118881118881121,-7796684.0,447662758.0,0.11081771872032736,0.19657075399562093,1.0,7.24,0.04613095238095255,0.33320741150006694
2020-07-02,6.85,6.95,6.81,6.95,7623953,253740914,898242,7179958,0.017569546120058677,7623953.0,497255718.0,0.1368841789176334,0.26858743195799806,1.0,7.02,0.04651162790697683,0.4765278803837312
2020-10-30,7.02,7.06,6.91,6.93,5807301,229842299,1923318,8201666,-0.012820512820512775,-5807301.0,580494399.0,0.2021907728160387,0.21878531211115573,1.0,7.4,0.013005780346820872,0.29435710590828323
2020-12-21,6.74,6.78,6.67,6.76,2802933,221889117,620300,2110583,0.001481481481481417,2802933.0,593562647.0,0.11196890481861779,0.18623187730695168,1.0,6.94,0.07472178060413359,0.2823250387329126
2021-01-22,6.15,6.17,6.07,6.07,5683210,220091099,1518034,5326700,-0.01620745542949753,-5683210.0,566288878.0,0.1531486285028116,0.2423873564588814,1.0,6.34,0.021035598705501535,0.23998089048935456
2022-04-13,8.1,8.1,7.77,7.77,17018589,341587220,1081311,23627993,-0.04428044280442822,-17018589.0,958425035.0,0.1749670833255996,0.19421325619875954,1.0,8.39,0.2078907435508346,0.7424521105955675
