day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2018-01-16,18.17,18.27,17.8,17.96,4630775,18.35,18.17,1,3.0,0.36206075009632843,18.15,0.010579064587973086
2018-02-06,16.84,16.84,16.01,16.02,4285579,16.99,16.89,1,3.0,1.0269963216287943,16.81,0.049313358302122356
2018-07-06,15.6,15.6,14.42,15.31,7838671,16.18,15.6,1,3.0,0.8063293542798597,15.85,0.03527106466361851
2018-08-02,15.95,16.1,15.51,15.95,3102117,16.23,16.0,1,3.0,1.0873947510259945,15.99,0.0025078369905957576
2018-08-03,15.81,15.99,14.8,15.83,5529085,15.95,15.95,1,3.0,0.7823586279950112,15.61,-0.013897662665824373
2018-10-11,14.72,14.72,13.33,14.44,4270659,14.83,14.81,1,3.0,2.1147298151798863,15.0,0.03878116343490312
2018-12-27,14.67,15.0,14.44,14.61,2464910,14.68,14.62,1,3.0,2.6560516167309403,14.73,0.008213552361396426
2019-06-06,12.76,12.76,11.62,12.5,9807641,12.87,12.77,1,3.0,1.4870384242229369,12.86,0.028799999999999937
2019-07-08,12.22,12.26,11.89,11.94,3533822,12.26,12.24,1,3.0,0.4547625908757833,12.76,0.06867671691792299
2020-02-25,15.8,16.14,15.59,15.9,11684375,16.1,16.08,1,3.0,0.35976579356149907,16.85,0.05974842767295607
2020-09-11,16.02,16.15,15.91,15.97,5093012,16.36,16.11,1,3.0,0.27853976191552077,17.75,0.11145898559799616
2021-02-04,17.64,17.82,17.0,17.1,9775661,17.81,17.82,1,3.0,0.23961013822208432,17.29,0.011111111111111072
2021-02-25,17.16,17.19,16.63,16.84,8521971,17.17,17.15,1,3.0,0.5683495962893923,17.1,0.015439429928741255
2021-06-17,15.89,15.93,15.28,15.58,7532095,16.28,16.29,1,3.0,0.6968263304836233,15.57,-0.0006418485237483784
2022-01-27,13.44,13.45,13.09,13.13,7108042,13.51,13.48,1,3.0,0.4110503568102033,13.7,0.04341203351104328
2022-04-26,11.69,11.84,10.96,10.96,22016762,12.6,12.18,1,3.0,1.7525497647799093,13.08,0.1934306569343065
