day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2018-02-06,34.1,34.69,33.49,34.62,141691337,3232639885,5151346,237781374,-0.007738607050730928,-141691337.0,1232118763.0,0.04922747187313821,0.16208943372563916,1.0,35.35,0.10643015521064303,0.5024009056053309
2018-09-27,30.26,30.69,30.01,30.43,40257193,2629909756,3840774,108469726,-0.0006568144499178308,-40257193.0,878544394.0,0.08877820462934827,0.12774814030032064,1.0,30.99,0.080958999305073,0.4208262491243062
2019-03-13,30.79,31.32,30.25,31.04,66661144,3339967385,3232214,186215724,0.012393998695368502,66661144.0,1331915012.0,0.09074118144644196,0.1712696483872383,1.0,33.79,0.029346797096875932,0.2419441472763728
2019-08-30,34.29,34.39,33.95,34.28,59657969,3383155202,4925861,107537375,0.010315355142941351,59657969.0,1353993340.0,0.05275285735831063,0.12131451037167432,1.0,36.54,0.02647887323943654,0.3824204012158934
2019-10-10,35.21,35.38,35.02,35.11,37870052,3813178657,5143801,112251726,-0.0019897669130187756,-37870052.0,1611376141.0,0.08420821520488969,0.14071973559741588,1.0,35.69,0.035102266445550034,0.2720712864489503
2020-07-03,35.4,36.76,35.35,36.74,153570417,4052371699,7106132,322690099,0.04079320113314466,153570417.0,2006524023.0,0.05827906517402679,0.13454285125128093,1.0,36.76,0.20713688318929457,0.5582324011075259
2021-02-18,55.65,57.6,55.19,55.69,107091322,5466154653,83285118,484467740,0.020898258478460052,107091322.0,3447473339.0,0.08021765877028192,0.16457329415955657,1.0,57.6,0.08698984479785388,0.21728797236249697
2021-09-08,52.72,53.55,52.26,52.41,55390668,6418856505,90304725,133428876,-0.007574323044877929,-55390668.0,2292235424.0,0.04553197682778319,0.10404311788276972,1.0,53.55,0.1329205366357069,0.41081462204550667
2022-02-25,50.04,50.5,49.55,49.81,45184050,5938308114,26639426,141570930,-0.004198320671731315,-45184050.0,2357459938.0,0.06263280069407014,0.13968467178356617,1.0,52.99,0.1348314606741574,0.2863497718691752
2022-05-10,35.98,37.16,35.26,36.98,121763735,8134578822,15483453,391874839,0.013984096517685618,121763735.0,1485160894.0,0.08887935488228721,0.12715270788998284,1.0,42.97,,0.4080591894737393
