day,open,high,low,close,volume,pre_open,pre_close,vol_chg,down,down_cnt,volatility,vol_0.1,vol_test,high_max,positive_return
2017-12-04,4.07,4.09,4.0,4.01,3311386,4.1,4.09,0.6560242048409681,1,0.0,727929.7408134217,725808.6634576306,True,4.08,0.002457002457002311
2018-01-02,3.77,3.82,3.76,3.79,3017490,3.78,3.77,0.72971922565645,0,0.0,715379.7615399812,714513.6821115342,True,4.03,0.06896551724137945
2018-01-15,3.86,3.88,3.72,3.73,4621876,3.86,3.86,0.6575422887249314,0,1.0,934910.5050456424,712275.5749539663,True,3.96,0.02590673575129543
2018-01-25,3.76,3.96,3.73,3.9,13706391,3.76,3.76,5.037991211550533,0,0.0,5199776.583402531,665507.4814941622,True,3.94,0.0478723404255319
2018-04-24,3.18,3.23,3.15,3.2,2092919,3.14,3.16,0.5818178382749735,0,0.0,339979.0649373927,298928.9089303915,True,3.29,0.03459119496855334
2018-07-16,2.7,2.75,2.69,2.75,3640368,2.73,2.7,0.5794038786932187,0,1.0,743669.3446917674,295404.1305169982,True,3.17,0.17407407407407405
2019-01-03,2.6,2.64,2.56,2.59,2374390,2.59,2.61,0.8371687797601086,0,0.0,642950.9343735419,923436.6683490698,True,2.96,0.1384615384615384
2019-01-07,2.65,2.76,2.64,2.76,6922600,2.56,2.65,1.2117060098109191,0,0.0,2203907.2938463367,877084.8846723107,True,2.96,0.11698113207547167
2019-01-15,2.78,2.92,2.75,2.82,7198242,2.78,2.76,1.9168683984669732,0,0.0,2102018.5266582384,773946.6329318137,True,2.96,0.06474820143884896
2019-03-25,3.59,3.99,3.54,3.73,23907955,3.65,3.64,1.6140997422852315,0,1.0,5990769.6545916265,2467783.0218483657,True,4.11,0.14484679665738165
2019-05-09,3.09,3.27,3.09,3.22,10333936,3.09,3.11,0.9443572461529373,0,2.0,2463681.3938567666,3044975.7560559446,True,3.56,0.15210355987055024
2019-06-11,3.14,3.24,3.12,3.24,10162892,3.13,3.13,1.7237253390086478,0,1.0,2664152.4519015625,1193700.2112203608,True,3.42,0.08917197452229297
2019-07-22,3.18,3.18,3.03,3.03,11055503,3.13,3.16,0.9996312019434337,0,1.0,2142883.3678780342,1927059.8200378355,True,3.2,0.0062893081761006275
2019-10-14,2.73,2.85,2.71,2.76,13211866,2.67,2.69,1.606583248054266,0,0.0,4099775.8527292036,1038206.1245443929,True,2.77,0.0146520146520146
2020-01-23,2.46,2.49,2.35,2.38,7843306,2.45,2.49,1.2363026460789248,0,1.0,1804302.7914954522,921968.524705666,True,2.33,-0.05284552845528456
2020-03-27,2.27,2.29,2.24,2.26,5098566,2.27,2.25,0.6361737168148409,0,1.0,720444.4112512778,855162.5597270536,True,2.35,0.03524229074889873
2020-06-01,2.22,2.26,2.22,2.25,6183120,2.23,2.22,0.697540083461454,0,0.0,1040486.3245164279,1179991.209530589,True,2.32,0.04504504504504481
2020-07-01,2.23,2.28,2.23,2.28,6866964,2.22,2.23,0.6485329492257832,0,1.0,1349421.8870242538,649594.3931048397,True,2.88,0.29147982062780264
2020-08-13,2.58,2.68,2.58,2.64,14317937,2.55,2.58,1.3596462459738503,0,0.0,3371121.5150427883,1162726.2304299993,True,2.9,0.12403100775193798
2020-09-08,2.49,2.62,2.48,2.58,11318303,2.49,2.5,1.4530481851332095,0,0.0,3135053.8359667766,898430.045371722,True,2.8,0.12449799196787126
2021-07-06,7.55,8.21,7.5,8.21,119533506,7.48,7.46,1.3425456584581594,0,1.0,26818093.144739322,13435452.464503843,True,11.11,0.47152317880794703
2021-08-11,7.74,8.5,7.66,8.26,117548028,7.84,7.77,1.5883011493438928,0,0.0,30548798.275220722,8893851.944190992,True,8.14,0.05167958656330751
2021-10-20,6.47,6.7,6.35,6.65,48441437,6.46,6.42,0.8275699307717126,0,0.0,8719732.434924353,8732595.484249378,True,6.71,0.03709428129829995
2021-11-10,6.3,6.6,6.06,6.54,126367547,6.02,6.02,5.180078321310059,0,1.0,47187288.4463042,7071044.9407007415,True,6.44,0.022222222222222365
2021-11-24,5.95,6.13,5.8,6.03,45097774,5.95,5.91,1.0377352983131916,0,0.0,9692545.743737807,5362066.89759127,True,6.48,0.08907563025210097
2021-12-03,5.78,6.1,5.76,5.98,45204303,5.93,5.81,0.9217600541102513,0,0.0,10258487.557512395,4946066.493754864,True,6.66,0.15224913494809678
2022-02-24,5.16,5.29,4.97,5.05,27842922,5.14,5.14,1.9670942855115068,0,0.0,7961897.341972338,1573530.9446110432,True,5.38,0.042635658914728536
