day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2018-06-13,16.26,16.26,15.71,15.72,3250863,-0.18352335445144197,0,87,0,5,-5.0,-0.03735456215554178,0,93,0,3,-3.0,15.85,-0.025215252152521628
2018-06-14,15.56,15.85,15.49,15.6,2539420,-0.2188474260527128,0,88,0,6,-6.0,-0.007633587786259555,0,94,0,4,-4.0,15.69,0.00835475578406153
2019-05-31,12.98,13.43,12.87,13.41,5054780,0.13798006613404024,185,0,5,0,5.0,0.030745580322828703,178,0,5,0,5.0,14.5,0.11710323574730341
2019-06-03,14.31,14.5,13.04,13.2,12126029,1.3989231974487515,186,0,6,0,6.0,-0.015659955257270708,0,212,0,1,-1.0,12.84,-0.10272536687631029
2019-12-17,12.44,12.6,12.34,12.54,7581734,0.3161368517881047,251,0,5,0,5.0,0.008038585209003246,237,0,3,0,3.0,13.32,0.07073954983922826
2019-12-18,12.62,12.87,12.54,12.57,8453065,0.1149250290237036,252,0,6,0,6.0,0.0023923444976077235,238,0,4,0,4.0,13.32,0.05546751188589538
2020-05-15,12.8,13.05,12.54,12.64,16842369,0.03998963367566044,300,0,5,0,5.0,-0.012499999999999956,0,334,0,2,-2.0,14.14,0.10468750000000004
2020-05-18,12.7,13.4,12.29,13.36,37264221,1.212528475061911,301,0,6,0,6.0,0.056962025316455556,282,0,1,0,1.0,14.14,0.11338582677165365
2020-05-19,13.45,14.02,13.39,13.83,46252509,0.24120423716894557,302,0,7,0,7.0,0.03517964071856294,283,0,2,0,2.0,14.14,0.05130111524163583
2020-08-31,15.29,16.08,15.28,16.01,75758541,0.15354254545849888,341,0,5,0,5.0,0.04983606557377063,319,0,1,0,1.0,18.37,0.2014388489208634
2020-09-01,15.99,16.99,15.85,16.7,77205544,0.01910019624057968,342,0,6,0,6.0,0.04309806371018099,320,0,2,0,2.0,18.37,0.1488430268918075
2020-09-02,17.49,18.37,16.8,18.37,200399550,1.5956626897156503,343,0,7,0,7.0,0.10000000000000009,321,0,3,0,3.0,18.19,0.04002287021154971
2021-01-12,11.71,11.87,11.55,11.61,12326463,-0.20687118703940044,0,410,0,5,-5.0,-0.008539709649872052,0,421,0,2,-2.0,12.27,0.04782237403928247
2021-04-16,10.38,10.38,10.3,10.34,5163889,-0.00279586209320426,0,445,0,5,-5.0,0.0029097963142579175,381,0,1,0,1.0,11.8,0.1368015414258188
2021-05-10,11.34,11.44,11.2,11.33,7086570,-0.4083996979624991,0,454,0,5,-5.0,0.0,0,0,0,0,0.0,11.52,0.015873015873015817
2021-12-07,16.6,16.8,16.3,16.55,14836008,-0.2744054992169149,0,527,0,5,-5.0,-0.001809408926417233,0,533,0,2,-2.0,18.21,0.09698795180722897
2022-04-18,16.36,16.65,16.15,16.53,16657909,-0.17867407550283687,0,575,0,5,-5.0,-0.008992805755395628,0,574,0,2,-2.0,19.09,0.1668704156479217
2022-04-19,16.79,17.03,16.31,16.44,15101371,-0.09344137970738109,0,576,0,6,-6.0,-0.005444646098003658,0,575,0,3,-3.0,19.09,0.13698630136986312
2022-04-20,16.41,16.68,16.21,16.28,10031040,-0.3357530253378981,0,577,0,7,-7.0,-0.009732360097323589,0,576,0,4,-4.0,19.09,0.16331505179768424
