day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return,quant
2017-10-20,8.39,8.58,8.37,8.52,1868171,8.53,8.34,0,3.0,0.4178197481159358,9.46,0.12753277711561384,
2018-06-19,5.67,5.67,5.12,5.12,3054108,5.84,5.69,1,3.0,1.8817165414491277,5.4,-0.04761904761904756,5.976
2018-06-20,5.07,5.4,5.07,5.15,2356000,5.67,5.12,0,3.0,0.34957658200663544,5.22,0.029585798816567976,5.956
2018-08-07,4.82,4.95,4.82,4.95,1222642,4.87,4.8,0,3.0,0.6518656426615279,5.13,0.06431535269709543,4.87
2018-08-21,4.93,5.04,4.9,4.97,1305600,4.98,4.92,0,3.0,1.3664268453427066,5.02,0.018255578093306246,4.92
2020-02-05,5.78,6.0,5.78,5.89,3618300,5.46,5.78,0,3.0,3.4369017881211246,6.39,0.10553633217993075,6.706
2020-06-12,7.2,7.29,7.11,7.23,2926201,7.41,7.31,1,3.0,0.6603588964701155,7.6,0.05555555555555558,7.28
2020-12-14,9.13,9.23,9.05,9.11,2237255,9.3,9.05,0,3.0,0.6467879127815057,10.39,0.13800657174151154,9.246
2021-01-08,9.03,9.24,8.95,9.15,4264104,9.28,9.11,0,3.0,0.3057337591232592,9.28,0.027685492801771794,9.206000000000001
2021-04-16,8.38,8.47,8.33,8.38,6820173,8.96,8.41,1,3.0,1.8305534652404623,8.6,0.026252983293555854,9.276
2021-04-26,8.18,8.25,8.04,8.08,5882776,8.33,8.22,1,3.0,0.45297338963352174,8.5,0.03911980440097795,8.450000000000001
2021-07-02,7.92,7.94,7.74,7.75,3206300,8.06,7.92,1,3.0,0.42004278447035626,7.95,0.0037878787878788955,8.13
2021-10-18,7.31,7.44,7.25,7.42,3985786,7.48,7.27,0,3.0,0.5583605575777117,8.38,0.14637482900136822,8.05
