day,open,high,low,close,volume,lev_buy,lev_sell,rzmr,incre,vol_,vol_sum,lev_ratio,lev_ratio_max,lev_ratio_is_max,high_max,positive_return,vol_chg
2017-12-27,7.84,8.03,7.82,7.83,36278022,1482951970,57500,74907656,-0.003816793893129833,-36278022.0,-64014874.0,0.2605453560210286,0.2605453560210286,1.0,8.03,0.023228803716608626,0.25931850210936247
2017-12-29,8.23,8.25,8.11,8.2,34706631,1509238631,62500,51228217,-0.007263922518159882,-34706631.0,-23553659.0,0.18044442905331043,0.2605453560210286,1.0,8.36,0.024418604651162967,1.0719940574488875
2018-03-13,7.52,7.52,7.42,7.45,22644662,1350158072,164800,28508716,-0.011936339522546358,-22644662.0,137899034.0,0.16853542988242362,0.30700321466455627,1.0,7.63,0.12296296296296294,0.2182975040394357
2018-10-22,6.0,6.3,5.94,6.24,45590282,1262060121,605500,80896826,0.04173622704507518,45590282.0,411957849.0,0.28993976437599206,0.31070154966284014,1.0,6.74,0.01737756714060046,0.2870383450967724
2019-10-21,5.61,5.64,5.57,5.64,10349798,1178174375,162514,8371874,0.008944543828264706,10349798.0,843190121.0,0.14431623587092984,0.2964903624824724,1.0,5.75,0.032315978456014305,0.4239395275420248
2020-02-14,6.26,6.75,6.24,6.61,61012842,1151420913,221900,62599964,0.052547770700636987,61012842.0,1486149927.0,0.1579696562099946,0.21004448280994148,1.0,6.75,0.09870550161812308,0.3009981291310371
2020-10-20,8.32,8.41,8.26,8.39,12527388,1026924824,6991281,19130654,0.012062726176115923,12527388.0,1868420814.0,0.1832161210391805,0.20561545597063127,1.0,9.24,0.09989373007438895,0.33080711114086214
2020-12-23,12.22,12.64,11.91,12.36,89510720,1520765632,5195748,116086151,-0.01670644391408116,-89510720.0,2938817896.0,0.10565349317265223,0.19437703210945814,1.0,14.0,0.02717031146454607,0.5817214340532655
2021-08-20,14.21,14.43,13.88,14.3,83318716,2375077221,6250184,161055099,-0.01038062283737018,-83318716.0,3895259376.0,0.13655953738665855,0.17715457949583727,1.0,16.87,0.0927152317880795,0.28498894953640264
2022-01-07,13.75,13.87,13.51,13.53,38509315,2226596967,4629591,70246826,-0.024513338139870222,-38509315.0,5377454156.0,0.133247007538858,0.17923388769785226,1.0,14.38,0.058064516129032295,0.29332483947881394
