day,open,high,low,close,volume,pre_open,pre_close,down,down_cnt,vol_chg,high_max,positive_return
2017-05-22,42.62,43.36,42.0,42.24,3038635,43.55,42.95,1,3.0,0.48487653129488084,43.23,0.023437499999999778
2017-11-28,29.39,29.88,28.7,28.9,8056930,29.78,29.38,1,3.0,0.372590173586379,29.15,0.00865051903114189
2017-11-29,28.86,29.15,27.42,27.81,13099632,29.39,28.9,1,3.0,0.6258838043771016,28.89,0.03883495145631066
2018-05-23,23.8,23.95,22.83,22.86,12402641,24.37,23.81,1,3.0,0.2823076332959269,23.09,0.010061242344706844
2018-05-30,16.5,17.17,16.22,16.6,50116247,17.98,17.97,1,3.0,2.0465618446088474,17.66,0.06385542168674685
2018-06-15,16.2,16.35,15.02,15.2,19210263,16.39,16.17,1,3.0,1.0019490859523668,15.58,0.025000000000000133
2018-08-02,13.35,13.35,12.57,13.0,14215380,13.88,13.57,1,3.0,0.35926101015015255,13.13,0.010000000000000009
2018-08-06,12.84,12.84,11.92,12.17,12259767,12.97,12.83,1,3.0,0.45602345548723444,13.09,0.07559572719802787
2019-06-03,10.2,10.21,9.85,9.95,9580470,10.25,10.18,1,3.0,0.42194780074946925,9.95,0.0
2019-06-04,9.81,9.81,9.15,9.38,15634930,10.2,9.95,1,3.0,0.6319585573567894,9.95,0.0607675906183367
2019-06-27,9.56,9.71,9.48,9.55,10244800,9.58,9.58,1,3.0,0.6444565723366347,9.66,0.011518324607329822
2019-07-08,9.17,9.23,8.57,8.58,17019600,9.32,9.23,1,3.0,1.4659303861053874,8.89,0.036130536130536184
2019-08-15,8.7,8.87,8.52,8.79,26074377,9.4,9.17,1,3.0,0.38509579009531114,9.05,0.029579067121729308
2019-10-18,7.96,8.02,7.52,7.73,10777563,8.08,7.96,1,3.0,0.4814566424058797,7.77,0.005174644243208126
2019-12-23,7.16,7.2,6.87,6.87,19097099,7.27,7.22,1,3.0,0.7245614952395323,7.05,0.026200873362445476
2020-02-04,5.21,5.58,5.21,5.35,25868964,5.79,5.79,1,3.0,12.514243025807126,5.83,0.08971962616822449
2021-02-08,2.3,2.3,2.12,2.15,22207537,2.32,2.27,1,3.0,0.2708539300123036,2.3,0.06976744186046502
2021-07-01,3.55,3.55,3.45,3.45,14301076,3.59,3.56,1,3.0,0.34112477580050227,3.79,0.09855072463768111
2021-07-28,3.2,3.2,2.97,3.07,15105002,3.21,3.21,1,3.0,0.788463141443084,3.59,0.16938110749185675
2022-05-11,3.17,3.17,3.17,3.17,2964800,3.34,3.34,1,3.0,4.366153846153846,3.01,-0.050473186119873836
2022-05-12,3.01,3.01,3.01,3.01,7501200,3.17,3.17,1,3.0,1.5300863464651915,3.0,-0.0033222591362125353
2022-05-13,2.86,2.98,2.86,2.86,78736401,3.01,3.01,1,3.0,9.496507358822589,3.05,0.06643356643356646
