day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2018-01-25,15.71,16.06,15.61,15.78,12866622,-0.11951394263636228,0,38,0,5,-5.0,0.005095541401273884,38,0,1,0,1.0,16.46,0.047740292807129325
2018-01-26,15.8,16.01,15.61,15.74,12661932,-0.015908604449559438,0,39,0,6,-6.0,-0.0025348542458808465,0,34,0,1,-1.0,16.46,0.04177215189873418
2018-04-03,14.89,15.08,14.61,14.84,11426502,-0.19321303514452792,0,62,0,5,-5.0,-0.00868403473613899,0,53,0,1,-1.0,15.33,0.029550033579583523
2018-04-16,15.05,15.1,14.8,14.94,7197966,-0.2466570378975792,0,67,0,5,-5.0,-0.008626410086264191,0,56,0,1,-1.0,15.09,0.0026578073089700283
2018-11-21,14.1,14.13,13.7,13.75,20001772,0.27223070724926623,128,0,5,0,5.0,-0.05692729766803839,0,127,0,2,-2.0,14.18,0.005673758865248235
2019-12-25,14.56,14.7,14.46,14.69,6785843,-0.16103411552083235,0,287,0,5,-5.0,0.004101161995898828,280,0,1,0,1.0,16.4,0.12637362637362615
2021-03-29,28.65,29.44,28.28,28.53,37024783,-0.1792430242064763,0,437,0,5,-5.0,0.0007015082427217489,450,0,1,0,1.0,31.2,0.08900523560209428
2022-01-26,23.34,23.58,22.99,23.21,22212240,-0.11171374648915366,0,542,0,5,-5.0,-0.005569837189374427,0,489,0,2,-2.0,26.52,0.13624678663239065
2022-01-27,23.41,23.83,22.76,22.8,20941253,-0.05722011827713014,0,543,0,6,-6.0,-0.017664799655320973,0,490,0,3,-3.0,26.52,0.1328492097394276
2022-05-26,21.9,22.78,21.86,22.55,34866016,0.5379829248067145,535,0,5,0,5.0,0.0382136279926335,577,0,1,0,1.0,,
